,15_total_duration,15_walk_to,15_walk_from,15_total_changes,18_total_duration,18_walk_to,18_walk_from,18_total_changes,21_total_duration,21_walk_to,21_walk_from,21_total_changes,car_duration,foot_duration,distance_start_centroid,distance_start_cinema,average duration,15_speed,18_speed,21_speed,average speed,average duration difference to car,15_trip_duration,15_transit_dur,15_walk_share,18_trip_duration,18_transit_dur,18_walk_share,21_trip_duration,21_transit_dur,21_walk_share,average transit duration,average walk share,population,cinemas,population aggr,population density,built-up area,transit departures,transit stops,area,osm_cinemas,start_location,15 transit is reasonable,18 transit is reasonable,21 transit is reasonable,15 min cinema dur,15 most accessible cinema,18 min cinema dur,18 most accessible cinema,21 min cinema dur,21 most accessible cinema,15 max cinema dur,15 least accessible cinema,18 max cinema dur,18 least accessible cinema,21 max cinema dur,21 least accessible cinema,average changes,area average changes,level,level_dummy
20,486.2,137.3,108.9,0.0,486.2,137.3,108.9,0.0,486.2,137.3,108.9,0.0,229.5,1680.2,2449.3074977434144,2079.730797136698,1458.6,4.277521178808511,4.277521178808511,4.277521178808511,4.277521178808511,1229.1,486.2,240.0,50.63759769642123,486.2,240.0,50.63759769642123,486.2,240.0,50.63759769642123,719.9999999999999,151.9127930892637,57.0,1.0,8035.0,121.19,12.58,796.0,43.0,Ankum,1,POINT (7.838540489606166 52.538658215421755),100.0,100.0,100.0,486.2,Gloria Kinocenter Ankum,486.2,Gloria Kinocenter Ankum,486.2,Gloria Kinocenter Ankum,486.2,Gloria Kinocenter Ankum,486.2,Gloria Kinocenter Ankum,486.2,Gloria Kinocenter Ankum,0.0,0.0,base,1
21,1289.0,642.2,526.8,0.0,1289.0,642.2,526.8,0.0,1289.0,642.2,526.8,0.0,158.5,696.4,147.93600853957474,679.0388866691393,3867.0,0.526795102148285,0.526795102148285,0.526795102148285,0.526795102148285,3708.5,696.4,120.0,90.69045771916214,696.4,120.0,90.69045771916214,696.4,120.0,90.69045771916214,360.0,272.0713731574864,1592.0,1.0,8035.0,121.19,12.58,796.0,43.0,Ankum,1,POINT (7.874665210765309 52.53663622103805),0.0,0.0,0.0,1289.0,Gloria Kinocenter Ankum,1289.0,Gloria Kinocenter Ankum,1289.0,Gloria Kinocenter Ankum,1289.0,Gloria Kinocenter Ankum,1289.0,Gloria Kinocenter Ankum,1289.0,Gloria Kinocenter Ankum,0.0,0.0,base,1
22,,,,,,,,,,,,,276.9,2574.4,3992.7771381869047,3250.8957183704333,,,,,,,2574.4,,,2574.4,,,2574.4,,,,,36.0,1.0,8035.0,121.19,12.58,796.0,43.0,Ankum,1,POINT (7.832331766249953 52.56054676272466),0.0,0.0,0.0,,,,,,,,,,,,,,0.0,base,1
23,,,,,,,,,,,,,413.3,3477.1,5076.744743018181,4507.782634746064,,,,,,,3477.1,,,3477.1,,,3477.1,,,,,20.0,1.0,8035.0,121.19,12.58,796.0,43.0,Ankum,1,POINT (7.890790883747327 52.579840252217195),0.0,0.0,0.0,,,,,,,,,,,,,,0.0,base,1
24,1543.5,897.1,526.4,0.0,1543.5,897.1,526.4,0.0,1434.3,897.1,357.2,0.0,229.0,1858.6,2224.015458685799,2231.6303906575386,4521.3,1.4458246781066009,1.4458246781066009,1.5559021060151563,1.4825171540761195,4292.3,1543.5,120.0,92.22546161321672,1543.5,120.0,92.22546161321672,1434.3,180.0,87.45032419995816,420.0,271.9012474263916,42.0,1.0,8035.0,121.19,12.58,796.0,43.0,Ankum,1,POINT (7.900280300000001 52.54747915000001),100.0,100.0,100.0,1543.5,Gloria Kinocenter Ankum,1543.5,Gloria Kinocenter Ankum,1434.3,Gloria Kinocenter Ankum,1543.5,Gloria Kinocenter Ankum,1543.5,Gloria Kinocenter Ankum,1434.3,Gloria Kinocenter Ankum,0.0,0.0,base,1
25,821.3,174.9,526.4,0.0,821.3,174.9,526.4,0.0,712.1,174.9,357.2,0.0,199.3,1059.8,1369.7769826643062,1206.0387430032351,2354.7,1.468450922931006,1.468450922931006,1.6936367687168026,1.5435128715262714,2155.4,821.3,120.0,85.38901741142092,821.3,120.0,85.38901741142092,712.1,180.0,74.72265131301783,420.0,245.50068613585967,43.0,1.0,8035.0,121.19,12.58,796.0,43.0,Ankum,1,POINT (7.885333551765681 52.54562002349651),100.0,100.0,100.0,821.3,Gloria Kinocenter Ankum,821.3,Gloria Kinocenter Ankum,712.1,Gloria Kinocenter Ankum,821.3,Gloria Kinocenter Ankum,821.3,Gloria Kinocenter Ankum,712.1,Gloria Kinocenter Ankum,0.0,0.0,base,1
26,1354.3,707.9,526.4,0.0,1354.3,707.9,526.4,0.0,1245.1,707.9,357.2,0.0,189.3,902.1,1464.856233637062,1009.0656269775396,3953.7,0.7450827933083805,0.7450827933083805,0.8104293847703314,0.7668649904623641,3764.4,902.1,120.0,91.13933397327033,902.1,120.0,91.13933397327033,902.1,180.0,85.54332985302385,420.0,267.8219977995645,1021.0,1.0,8035.0,121.19,12.58,796.0,43.0,Ankum,1,POINT (7.879077897140945 52.54816548193287),0.0,0.0,0.0,1354.3,Gloria Kinocenter Ankum,1354.3,Gloria Kinocenter Ankum,1245.1,Gloria Kinocenter Ankum,1354.3,Gloria Kinocenter Ankum,1354.3,Gloria Kinocenter Ankum,1245.1,Gloria Kinocenter Ankum,0.0,0.0,base,1
27,606.8,360.6,126.2,0.0,606.8,360.6,126.2,0.0,606.8,360.6,126.2,0.0,104.6,251.7,1081.74654668503,313.3295113751703,1820.4,0.5163637300184085,0.5163637300184085,0.5163637300184085,0.5163637300184085,1715.8,251.7,119.99999999999994,80.22412656558998,251.7,119.99999999999994,80.22412656558998,251.7,119.99999999999994,80.22412656558998,359.99999999999983,240.67237969676995,61.0,1.0,8035.0,121.19,12.58,796.0,43.0,Ankum,1,POINT (7.8684825287164495 52.54440221361342),0.0,0.0,0.0,606.8,Gloria Kinocenter Ankum,606.8,Gloria Kinocenter Ankum,606.8,Gloria Kinocenter Ankum,606.8,Gloria Kinocenter Ankum,606.8,Gloria Kinocenter Ankum,606.8,Gloria Kinocenter Ankum,0.0,0.0,base,1
28,,,,,,,,,,,,,308.4,2707.6,2225.543978150952,3004.294730266799,,,,,,,2707.6,,,2707.6,,,2707.6,,,,,20.0,1.0,8035.0,121.19,12.58,796.0,43.0,Ankum,1,POINT (7.894250335839407 52.5194817459296),0.0,0.0,0.0,,,,,,,,,,,,,,0.0,base,1
29,549.5,303.3,126.2,0.0,549.5,303.3,126.2,0.0,549.5,303.3,126.2,0.0,124.4,194.4,1005.2640919646516,242.84580083473844,1648.5,0.4419395829567578,0.4419395829567578,0.4419395829567578,0.4419395829567578,1524.1,194.4,120.0,78.16196542311192,194.4,120.0,78.16196542311192,194.4,120.0,78.16196542311192,360.0,234.48589626933577,61.0,1.0,8035.0,121.19,12.58,796.0,43.0,Ankum,1,POINT (7.868948824378596 52.54377490651965),0.0,0.0,0.0,549.5,Gloria Kinocenter Ankum,549.5,Gloria Kinocenter Ankum,549.5,Gloria Kinocenter Ankum,549.5,Gloria Kinocenter Ankum,549.5,Gloria Kinocenter Ankum,549.5,Gloria Kinocenter Ankum,0.0,0.0,base,1
