,15_total_duration,15_walk_to,15_walk_from,15_total_changes,18_total_duration,18_walk_to,18_walk_from,18_total_changes,21_total_duration,21_walk_to,21_walk_from,21_total_changes,car_duration,foot_duration,distance_start_centroid,distance_start_cinema,average duration,15_speed,18_speed,21_speed,average speed,average duration difference to car,15_trip_duration,15_transit_dur,15_walk_share,18_trip_duration,18_transit_dur,18_walk_share,21_trip_duration,21_transit_dur,21_walk_share,average transit duration,average walk share,population,cinemas,population aggr,population density,transit departures,transit stops,osm_cinemas,average changes,area,start_location,15 fastest mode,18 fastest mode,21 fastest mode,15 transit is fastest,18 transit is fastest,21 transit is fastest,15 min cinema dur,15 most accessible cinema,18 min cinema dur,18 most accessible cinema,21 min cinema dur,21 most accessible cinema,15 max cinema dur,15 least accessible cinema,18 max cinema dur,18 least accessible cinema,21 max cinema dur,21 least accessible cinema
0,1318.975,741.1,157.875,0.25,1318.975,741.1,157.875,0.25,1333.975,741.1,157.875,0.0,497.025,1444.7250000000001,1048.5137910455808,1640.0435339926125,3971.925,1.0963698623275042,1.0963698623275042,1.0817475229739981,1.0914957492096686,3474.9,1084.0,420.0,70.43082088915102,1084.0,420.0,70.43082088915102,1099.0,435.0,69.68524178598977,1275.0,210.54688356429182,,5.0,162273.0,1491.07,47709.0,238.0,4.0,0.5,Heidelberg,POINT (8.692658225454636 49.41484374037338),both,both,both,50.0,50.0,50.0,888.2,Die Kamera,888.2,Die Kamera,888.2,Die Kamera,1644.2,Karlstorkino,1644.2,Karlstorkino,1644.2,Karlstorkino
0,1684.1,519.375,624.7249999999999,0.5,1684.1,519.375,624.7249999999999,0.5,1633.6999999999998,519.375,469.32499999999993,0.75,591.375,1996.825,1134.8119088484673,2031.3190757980512,5001.9,1.1164527055752744,1.1164527055752744,1.1836104324568364,1.138838614535795,4410.525,1656.925,540.0,73.7626119193493,1656.925,540.0,73.7626119193493,1606.525,645.0,67.37442226083171,1725.0,214.8996460995303,,5.0,162273.0,1491.07,47709.0,238.0,4.0,1.75,Heidelberg,POINT (8.70929838395685 49.408322584698),transit,transit,transit,75.0,75.0,75.0,751.1,Gloria & Gloriette,751.1,Gloria & Gloriette,751.1,Gloria & Gloriette,2784.5,Karlstorkino,2784.5,Karlstorkino,2964.5,Karlstorkino
0,913.0250000000001,245.14999999999998,157.875,0.5,898.0250000000001,245.14999999999998,157.875,0.5,913.0250000000001,245.14999999999998,157.875,0.5,485.90000000000003,1791.975,1696.8961848498825,2000.6180036757971,2724.075,2.4445531621533965,2.4632316157425644,2.4320512904409304,2.4466120227789636,2238.175,913.0250000000001,510.0,50.48165819911599,898.0250000000001,495.0,51.287748035173436,913.0250000000001,510.0,50.962223830695116,1515.0,152.73163006498456,,5.0,162273.0,1491.07,47709.0,238.0,4.0,1.5,Heidelberg,POINT (8.67861231344864 49.4168072677945),transit,transit,transit,100.0,100.0,100.0,278.6,Die Kamera,278.6,Die Kamera,278.6,Die Kamera,1201.9,Karlstorkino,1201.9,Karlstorkino,1321.9,Karlstorkino
0,1796.85,333.8,593.05,0.75,1796.85,333.8,593.05,0.75,1838.1750000000002,320.70000000000005,662.4749999999999,0.5,621.625,2794.2000000000003,2982.974714940365,3170.3051340282263,5431.875,1.7265860847709549,1.7265860847709549,1.6872360337065633,1.7134694010828242,4810.25,1796.85,870.0,53.97324327982387,1796.85,870.0,53.97324327982387,1838.1750000000002,855.0,56.071676467180154,2595.0,164.0181630268279,,5.0,162273.0,1491.07,47709.0,238.0,4.0,2.0,Heidelberg,POINT (8.6822823862727 49.43113681734432),transit,transit,transit,100.0,100.0,100.0,1221.7,Die Kamera,1221.7,Die Kamera,1221.7,Die Kamera,2268.7,Karlstorkino,2268.7,Karlstorkino,2508.7,Karlstorkino
0,1773.025,349.3,493.725,0.5,1773.025,349.3,493.725,0.5,1999.125,349.3,554.825,0.5,1116.35,3786.225,3469.793316445131,4140.635035699684,5545.175,2.41267924142102,2.41267924142102,2.240599757157015,2.355319413333018,4428.825000000001,1773.025,930.0,50.83870533256738,1773.025,930.0,50.83870533256738,1999.125,1095.0,52.12662190306927,2955.0,153.80403256820404,,5.0,162273.0,1491.07,47709.0,238.0,4.0,1.5,Heidelberg,POINT (8.740169927656163 49.414271075477714),transit,transit,transit,100.0,100.0,100.0,937.3,Gloria & Gloriette,937.3,Gloria & Gloriette,877.3,Gloria & Gloriette,2764.2,Karlstorkino,2764.2,Karlstorkino,3178.5,Karlstorkino
0,1611.05,382.52500000000003,223.525,1.0,1611.05,382.52500000000003,223.525,1.0,1551.05,382.52500000000003,223.525,0.75,718.175,3124.9500000000003,3603.461980177633,3446.7461597646998,4773.15,2.1651252725293446,2.1651252725293446,2.2140402899372917,2.1814302783319937,4054.9750000000004,1611.05,1005.0,42.09700334932425,1611.05,1005.0,42.09700334932425,1551.05,945.0,42.66571047716003,2955.0,126.85971717580851,,5.0,162273.0,1491.07,47709.0,238.0,4.0,2.75,Heidelberg,POINT (8.651134899828211 49.421541611215694),transit,transit,transit,100.0,100.0,100.0,1084.2,Luxor Filmpalast Heidelberg,1084.2,Luxor Filmpalast Heidelberg,1084.2,Luxor Filmpalast Heidelberg,2354.8,Karlstorkino,2354.8,Karlstorkino,2054.8,Karlstorkino
0,1614.325,480.875,503.45,0.5,1614.325,480.875,503.45,0.5,2765.025,459.20000000000005,325.825,2.0,743.3500000000001,2719.175,3501.3724390190964,3189.9123319924984,5993.674999999999,1.932554999392099,1.932554999392099,1.2469449440538014,1.7040183142793333,5250.325,1614.325,630.0,62.62780028742621,1614.325,630.0,62.62780028742621,2513.1250000000005,1980.0,39.73121670747608,3240.0,164.9868172823285,,5.0,162273.0,1491.07,47709.0,238.0,4.0,3.0,Heidelberg,POINT (8.64684885 49.399651750000004),transit,transit,both,100.0,100.0,50.0,989.2,Luxor Filmpalast Heidelberg,989.2,Luxor Filmpalast Heidelberg,989.2,Luxor Filmpalast Heidelberg,1868.4,Die Kamera,1868.4,Die Kamera,4190.5,Gloria & Gloriette
0,2383.275,351.75,231.52499999999998,1.0,2526.5,407.025,304.475,1.0,2892.35,462.3,435.05,1.5,1047.75,4097.05,4481.945681728493,4742.105072480937,7802.125000000001,2.0624157969454635,1.9395985907096986,1.8686604507200921,1.9568916127917515,6754.375,2383.275,1800.0,27.119779892497892,2526.5,1815.0,30.67615822795279,2816.25,1995.0,34.27762600967574,5610.0,92.07356413012643,,5.0,162273.0,1491.07,47709.0,238.0,4.0,3.5,Heidelberg,POINT (8.707165617433022 49.366044585567295),transit,transit,transit,100.0,100.0,75.0,1305.4,Karlstorkino,1305.4,Karlstorkino,1245.4,Karlstorkino,3125.7,Gloria & Gloriette,3125.7,Gloria & Gloriette,4878.0,Luxor Filmpalast Heidelberg
0,1560.8000000000002,554.65,151.15,1.0,1560.8000000000002,554.65,151.15,1.0,1579.4,402.6,216.8,0.5,777.1500000000001,3147.225,3799.397006339989,3618.167987745096,4701.0,2.2805049203717944,2.2805049203717944,2.265196570383532,2.2754021370423736,3923.8500000000004,1560.8000000000002,855.0,47.923976568074615,1560.8000000000002,855.0,47.923976568074615,1579.4,960.0,43.447728373191296,2670.0,139.2956815093405,,5.0,162273.0,1491.07,47709.0,238.0,4.0,2.5,Heidelberg,POINT (8.667698938256253 49.376027891587256),transit,transit,transit,100.0,100.0,100.0,1060.9,Karlstorkino,1060.9,Karlstorkino,1060.9,Karlstorkino,2275.5,Gloria & Gloriette,2275.5,Gloria & Gloriette,2358.8,Gloria & Gloriette
0,1541.95,520.05,196.9,1.25,1541.95,520.05,196.9,1.25,2575.9,426.65000000000003,304.25,1.0,854.1249999999999,3440.7749999999996,4389.232894182742,4023.09441072059,5659.799999999999,2.5734639222224787,2.5734639222224787,1.727215841559154,2.291381228668037,4805.674999999999,1541.95,825.0,47.826024849787046,1541.95,825.0,47.826024849787046,2575.9,1845.0,34.53245462819905,3495.0,130.18450432777314,,5.0,162273.0,1491.07,47709.0,238.0,4.0,3.5,Heidelberg,POINT (8.634567149999999 49.39912525),transit,transit,transit,100.0,100.0,100.0,1088.7,Luxor Filmpalast Heidelberg,1088.7,Luxor Filmpalast Heidelberg,1088.7,Luxor Filmpalast Heidelberg,1871.2,Die Kamera,1871.2,Die Kamera,3691.2,Gloria & Gloriette
0,1390.025,542.15,157.875,0.5,1390.025,542.15,157.875,0.5,1741.0749999999998,493.4,182.675,0.75,507.325,2529.1,2806.2153518376163,2921.6052208967717,4521.125,2.0854701818305927,2.0854701818305927,1.812311208006879,1.9944171905560215,4013.8,1390.025,690.0,56.86638589778787,1390.025,690.0,56.86638589778787,1741.0749999999998,1065.0,50.00619886281561,2445.0,163.73897065839134,,5.0,162273.0,1491.07,47709.0,238.0,4.0,1.75,Heidelberg,POINT (8.687997189626984 49.38056524007682),transit,transit,transit,100.0,100.0,100.0,579.0,Karlstorkino,579.0,Karlstorkino,579.0,Karlstorkino,2023.4,Luxor Filmpalast Heidelberg,2023.4,Luxor Filmpalast Heidelberg,2663.9,Gloria & Gloriette
0,1631.725,208.0,493.725,0.5,1631.725,208.0,493.725,0.5,1857.825,208.0,554.825,0.5,1105.3,3771.325,3421.614396298505,4089.672765903189,5121.275,2.629394745903193,2.629394745903193,2.4481676639214607,2.5689857185759486,4015.9750000000004,1631.725,930.0,46.12504518736206,1631.725,930.0,46.12504518736206,1857.825,1095.0,47.978693385580556,2955.0,140.22878376030468,,5.0,162273.0,1491.07,47709.0,238.0,4.0,1.5,Heidelberg,POINT (8.739281624360606 49.414688520394044),transit,transit,transit,100.0,100.0,100.0,796.0,Gloria & Gloriette,796.0,Gloria & Gloriette,736.0,Gloria & Gloriette,2622.9,Karlstorkino,2622.9,Karlstorkino,3037.2,Karlstorkino
0,1629.775,691.9,157.875,0.5,1629.775,691.9,157.875,0.5,1671.4666666666665,663.9,167.56666666666666,0.3333333333333333,703.725,3019.6000000000004,3393.199387953792,3543.524143209562,4769.066666666667,2.1869366807621,2.1869366807621,2.0844390301974167,2.1376995039999325,4120.533333333334,1629.775,780.0,56.454496862081484,1629.775,780.0,56.454496862081484,2162.725,840.0,57.432329580839905,2200.0,179.7581497315955,,5.0,162273.0,1491.07,47709.0,238.0,4.0,1.0,Heidelberg,POINT (8.692342224851734 49.374976354722556),transit,transit,transit,100.0,100.0,75.0,907.0,Karlstorkino,907.0,Karlstorkino,907.0,Karlstorkino,2268.4,Luxor Filmpalast Heidelberg,2268.4,Luxor Filmpalast Heidelberg,2636.4,Luxor Filmpalast Heidelberg
0,2495.725,942.85,157.875,1.75,2467.35,959.475,157.875,1.25,1939.575,266.7,157.875,0.75,1026.0,4081.8500000000004,3534.976157961241,4225.091861097544,6902.650000000001,1.8014603536040077,1.8145020401957292,2.7057818150289012,2.1072480696095464,5876.650000000001,2495.725,1395.0,50.0638195348759,2467.35,1350.0,50.75582425501867,1939.575,1515.0,26.16835021520933,4260.0,126.9879940051039,,5.0,162273.0,1491.07,47709.0,238.0,4.0,3.75,Heidelberg,POINT (8.73446395 49.387496600000006),transit,transit,transit,100.0,100.0,100.0,1679.2,Gloria & Gloriette,1679.2,Gloria & Gloriette,935.5,Gloria & Gloriette,3522.9,Luxor Filmpalast Heidelberg,3522.9,Luxor Filmpalast Heidelberg,2899.2,Luxor Filmpalast Heidelberg
0,1579.7,350.9,268.8,1.25,1579.7,350.9,268.8,1.25,2502.375,372.79999999999995,254.575,1.0,885.7250000000001,3416.575,4335.2643884992585,3971.202083500246,5661.775,2.4910580690093855,2.4910580690093855,1.6374924769753918,2.206536204998054,4776.05,1579.7,960.0,40.19642915593397,1579.7,960.0,40.19642915593397,2502.375,1875.0,31.180073664498632,3795.0,111.57293197636656,,5.0,162273.0,1491.07,47709.0,238.0,4.0,3.5,Heidelberg,POINT (8.635475145838273 49.39854392594237),transit,transit,transit,100.0,100.0,100.0,1314.0,Karlstorkino,1314.0,Karlstorkino,1471.0,Luxor Filmpalast Heidelberg,1794.1,Die Kamera,1794.1,Die Kamera,3447.0,Gloria & Gloriette
0,2122.35,122.725,454.625,1.5,2256.225,139.7,526.525,2.0,2394.95,221.52499999999998,433.42499999999995,1.25,694.8,2850.7749999999996,3426.227034644142,3339.277564191125,6773.525,1.5386636645726708,1.4929305411875995,1.485434770386224,1.5056763253821648,6078.725,2099.6,1545.0,36.030626160991254,2111.575,1590.0,38.10851491602519,2097.2,1740.0,40.17812718412438,4875.0,114.31726826114082,,5.0,162273.0,1491.07,47709.0,238.0,4.0,4.75,Heidelberg,POINT (8.67699655 49.37679180000001),transit,both,both,75.0,50.0,50.0,1128.0,Karlstorkino,1128.0,Karlstorkino,1068.0,Karlstorkino,2853.4,Luxor Filmpalast Heidelberg,3388.9,Luxor Filmpalast Heidelberg,4061.3,Luxor Filmpalast Heidelberg
0,1580.475,584.775,575.7,0.5,1580.475,584.775,575.7,0.5,1503.7499999999998,545.375,433.375,0.5,446.525,1398.225,908.6683889126527,1618.0589677031871,4664.7,1.0130158892447227,1.0130158892447227,1.0634265742513256,1.0298194509135903,4218.174999999999,1356.9499999999998,420.0,73.91397041404146,1356.9499999999998,420.0,73.91397041404146,1370.1499999999999,525.0,65.98067585614729,1365.0,213.8086166842302,,5.0,162273.0,1491.07,47709.0,238.0,4.0,1.5,Heidelberg,POINT (8.682208514281271 49.407657085599965),both,both,both,50.0,50.0,50.0,1422.9,Die Kamera,1422.9,Die Kamera,1218.2,Luxor Filmpalast Heidelberg,1857.1,Karlstorkino,1857.1,Karlstorkino,1977.1,Karlstorkino
0,2033.9,805.1,268.8,1.25,2033.9,805.1,268.8,1.25,2977.55,772.975,254.575,1.5,1066.25,3961.0999999999995,4408.41612902697,4066.508474367788,7045.35,1.9945207116140282,1.9945207116140282,1.4082031213604007,1.7990815148628192,5979.1,2033.9,960.0,53.52181841059611,2033.9,960.0,53.52181841059611,2977.55,1950.0,40.2417873302468,3870.0,147.285424151439,,5.0,162273.0,1491.07,47709.0,238.0,4.0,4.0,Heidelberg,POINT (8.633661894513553 49.4082707857368),transit,transit,transit,100.0,100.0,100.0,1768.2,Karlstorkino,1768.2,Karlstorkino,1925.2,Luxor Filmpalast Heidelberg,2248.3,Die Kamera,2248.3,Die Kamera,4076.8,Die Kamera
0,1887.875,590.0,157.875,0.5,1846.85,548.975,157.875,0.5,2153.025,725.35,182.675,0.25,923.825,4037.4500000000003,4664.707399468624,4622.292134496447,5887.75,2.499818256384917,2.5925647835330494,2.338104333042614,2.476829124320193,4963.925,1887.875,1140.0,42.48736789510579,1846.85,1140.0,40.91806829700059,2153.025,1245.0,45.19321037756335,3525.0,128.5986465696697,,5.0,162273.0,1491.07,47709.0,238.0,4.0,1.25,Heidelberg,POINT (8.6800784152929 49.364549817657796),transit,transit,transit,100.0,100.0,100.0,1133.1,Karlstorkino,969.0,Karlstorkino,1133.1,Karlstorkino,2442.5,Luxor Filmpalast Heidelberg,2442.5,Luxor Filmpalast Heidelberg,3639.4,Gloria & Gloriette
0,1194.1999999999998,664.2,305.0,0.25,1194.1999999999998,664.2,305.0,0.25,1188.0,664.2,283.8,0.0,480.95,1595.6000000000001,658.0974789879828,1822.002327596851,3576.4000000000005,1.5607777880186047,1.5607777880186047,1.577072266126245,1.5662092807211514,3095.4500000000003,1194.1999999999998,225.0,82.32289802020011,1194.1999999999998,225.0,82.32289802020011,1188.0,240.00000000000003,81.10940443863556,690.0,245.7552004790358,,5.0,162273.0,1491.07,47709.0,238.0,4.0,0.5,Heidelberg,POINT (8.6948111142526 49.399562539625755),transit,transit,transit,100.0,100.0,100.0,895.5,Die Kamera,895.5,Die Kamera,895.5,Die Kamera,1520.9,Luxor Filmpalast Heidelberg,1520.9,Luxor Filmpalast Heidelberg,1580.9,Luxor Filmpalast Heidelberg
0,2198.55,735.5,593.05,0.75,2198.55,735.5,593.05,0.75,2137.275,619.8,662.4749999999999,0.5,642.825,2441.875,2515.131850794969,2778.290970609374,6534.375,1.2189684585681053,1.2189684585681053,1.2627505532599335,1.233562490132048,5891.55,2053.075,870.0,62.230217503632076,2053.075,870.0,62.230217503632076,2006.75,855.0,62.167582370288976,2595.0,186.6280173775531,,5.0,162273.0,1491.07,47709.0,238.0,4.0,2.0,Heidelberg,POINT (8.687383 49.4276435),both,both,transit,50.0,50.0,75.0,1623.4,Die Kamera,1623.4,Die Kamera,1623.4,Die Kamera,2670.4,Karlstorkino,2670.4,Karlstorkino,2910.4,Karlstorkino
0,1072.675,494.8,157.875,0.5,1072.675,494.8,157.875,0.5,1153.025,590.1500000000001,157.875,0.25,483.27500000000003,1566.225,1146.252829936677,1702.3619927132895,3298.3750000000005,1.5218731799591207,1.5218731799591207,1.415960071808029,1.4865688105754233,2815.1000000000004,1072.675,420.0,65.11562832572395,1072.675,420.0,65.11562832572395,1153.025,405.0,68.48474463280951,1245.0,198.7160012842574,,5.0,162273.0,1491.07,47709.0,238.0,4.0,1.25,Heidelberg,POINT (8.68389403733494 49.4132433781803),transit,transit,transit,100.0,100.0,100.0,532.5,Die Kamera,532.5,Die Kamera,532.5,Die Kamera,1327.3,Karlstorkino,1327.3,Karlstorkino,1708.7,Karlstorkino
0,993.0,520.125,157.875,0.0,993.0,520.125,157.875,0.0,936.925,464.04999999999995,157.875,0.0,452.925,1367.0,88.41954957191732,1624.8023198947794,2922.925,1.6211568762311805,1.6211568762311805,1.731926358212694,1.658080036891685,2470.0,993.0,314.99999999999994,72.40765043181996,993.0,314.99999999999994,72.40765043181996,936.925,315.0,71.83663203642288,944.9999999999999,216.6519329000628,,5.0,162273.0,1491.07,47709.0,238.0,4.0,0.0,Heidelberg,POINT (8.693676742301173 49.40616366402134),transit,transit,transit,100.0,100.0,100.0,620.0,Die Kamera,620.0,Die Kamera,620.0,Die Kamera,1376.0,Karlstorkino,1376.0,Karlstorkino,1376.0,Karlstorkino
0,1413.1999999999998,673.425,229.775,0.75,1413.1999999999998,673.425,229.775,0.75,1753.0,673.425,254.575,1.0,837.0500000000001,2464.6,3100.321432769005,2861.1068362402098,4579.400000000001,2.010994310027416,2.010994310027416,1.6694561433050357,1.8971482544532892,3742.35,1365.9,510.0,65.43985502957365,1365.9,510.0,65.43985502957365,1705.6999999999998,825.0,58.39008946018604,1845.0,189.26979951933336,,5.0,162273.0,1491.07,47709.0,238.0,4.0,2.5,Heidelberg,POINT (8.652037129851001 49.40970846439826),transit,transit,transit,75.0,75.0,75.0,1183.1,Die Kamera,1183.1,Die Kamera,1183.1,Die Kamera,1764.8,Gloria & Gloriette,1764.8,Gloria & Gloriette,2644.0,Gloria & Gloriette
0,1539.2499999999998,458.1,151.15,0.5,1539.2499999999998,458.1,151.15,0.5,1710.975,458.1,157.875,0.5,961.65,3940.625,3724.557694127178,4397.547753042839,4789.475,2.962632391514266,2.962632391514266,2.8848667380184922,2.936710507015675,3827.8250000000003,1539.2499999999998,929.9999999999999,43.804828559070685,1539.2499999999998,929.9999999999999,43.804828559070685,1710.975,1095.0,43.87192386332417,2955.0,131.48158098146553,,5.0,162273.0,1491.07,47709.0,238.0,4.0,1.5,Heidelberg,POINT (8.744139076046743 49.41346510016044),transit,transit,transit,100.0,100.0,100.0,946.9,Gloria & Gloriette,946.9,Gloria & Gloriette,886.9,Gloria & Gloriette,2201.2,Karlstorkino,2201.2,Karlstorkino,2921.2,Karlstorkino
0,1101.6,403.725,157.875,0.0,1101.6,403.725,157.875,0.0,1086.6,403.725,157.875,0.0,537.85,1561.5749999999998,1059.9421733526367,1668.4510222837007,3289.8,1.4520492643169796,1.4520492643169796,1.4751826412221458,1.4597603899520348,2751.95,1101.6,540.0,57.4901132011141,1101.6,540.0,57.4901132011141,1086.6,524.9999999999999,58.315179206394525,1605.0,173.29540560862273,,5.0,162273.0,1491.07,47709.0,238.0,4.0,0.0,Heidelberg,POINT (8.68603812521963 49.41334531945278),transit,transit,transit,100.0,100.0,100.0,425.2,Die Kamera,425.2,Die Kamera,425.2,Die Kamera,1508.7,Karlstorkino,1508.7,Karlstorkino,1508.7,Karlstorkino
0,1433.8,622.65,151.15,0.25,1433.8,622.65,151.15,0.25,1811.5249999999999,736.6750000000001,264.85,0.5,567.725,2424.7,2857.8962604504686,2867.266470248346,4679.125,1.9003654430618535,1.9003654430618535,1.5909687559724608,1.7972332140320557,4111.400000000001,1433.8,660.0,59.28396834910251,1433.8,660.0,59.28396834910251,1733.4999999999998,810.0,60.17173769131747,2130.0,178.7396743895225,,5.0,162273.0,1491.07,47709.0,238.0,4.0,1.0,Heidelberg,POINT (8.683146941067424 49.380813324981396),transit,transit,transit,100.0,100.0,75.0,593.0,Karlstorkino,593.0,Karlstorkino,919.5,Karlstorkino,1873.7,Luxor Filmpalast Heidelberg,1873.7,Luxor Filmpalast Heidelberg,3019.5,Gloria & Gloriette
0,1157.175,624.3,157.875,0.0,1157.175,624.3,157.875,0.0,1187.175,624.3,157.875,0.0,485.9,1598.5,1291.2695353125173,1771.8340180202988,3501.525,1.3399976285157564,1.3399976285157564,1.3190131012072484,1.333002786079587,3015.625,1018.425,375.00000000000006,72.32248543418262,1018.425,375.00000000000006,72.32248543418262,1033.425,405.00000000000006,69.82192076206493,1155.0000000000002,214.46689163043015,,5.0,162273.0,1491.07,47709.0,238.0,4.0,0.0,Heidelberg,POINT (8.691461780436912 49.41694043835778),transit,transit,transit,75.0,75.0,75.0,711.4,Die Kamera,711.4,Die Kamera,771.4,Die Kamera,1587.4,Karlstorkino,1587.4,Karlstorkino,1587.4,Karlstorkino
0,1036.4750000000001,218.6,157.875,0.25,1036.4750000000001,218.6,157.875,0.25,1051.4750000000001,218.6,157.875,0.5,720.1,2575.55,2857.741430165473,2707.162927125334,3124.425,2.5780546424284383,2.5780546424284383,2.5968294497090065,2.5843129115219607,2404.3250000000003,1036.4750000000001,660.0,46.68796146071556,1036.4750000000001,660.0,46.68796146071556,1051.4750000000001,675.0,46.73345358333582,1995.0,140.10937650476694,,5.0,162273.0,1491.07,47709.0,238.0,4.0,1.0,Heidelberg,POINT (8.6697533 49.3853589),transit,transit,transit,100.0,100.0,100.0,401.7,Karlstorkino,401.7,Karlstorkino,401.7,Karlstorkino,1727.4,Gloria & Gloriette,1727.4,Gloria & Gloriette,1847.4,Gloria & Gloriette
0,1458.075,661.9250000000001,151.15,0.25,1458.075,661.9250000000001,151.15,0.25,1752.525,676.575,175.95,0.5,545.15,2206.3,2609.094976666073,2595.891735340176,4668.675,1.673049501966679,1.673049501966679,1.463096273567228,1.603065092500195,4123.525000000001,1362.775,645.0,58.40539605598668,1362.775,645.0,58.40539605598668,1664.9,900.0,57.48608255691997,2190.0,174.29687466889334,,5.0,162273.0,1491.07,47709.0,238.0,4.0,1.0,Heidelberg,POINT (8.6819445 49.38342704999999),transit,transit,transit,75.0,75.0,75.0,770.2,Karlstorkino,770.2,Karlstorkino,739.5,Karlstorkino,1992.0,Luxor Filmpalast Heidelberg,1992.0,Luxor Filmpalast Heidelberg,2944.4,Gloria & Gloriette
0,1258.475,215.6,157.875,0.25,1258.475,215.6,157.875,0.25,1273.475,215.6,157.875,0.5,796.8,3360.8,3987.415539925704,3777.2611743477564,3790.425,3.0620663348713215,3.0620663348713215,3.072954238523331,3.065695636088658,2993.6250000000005,1258.475,885.0,35.38474273951255,1258.475,885.0,35.38474273951255,1273.475,900.0,35.37212971319065,2670.0,106.14161519221574,,5.0,162273.0,1491.07,47709.0,238.0,4.0,1.0,Heidelberg,POINT (8.663941699999999 49.3755673),transit,transit,transit,100.0,100.0,100.0,578.7,Karlstorkino,578.7,Karlstorkino,578.7,Karlstorkino,1964.4,Gloria & Gloriette,1964.4,Gloria & Gloriette,2084.4,Gloria & Gloriette
0,1529.35,186.3,593.05,0.75,1529.35,186.3,593.05,0.75,1583.775,186.3,662.4749999999999,0.75,672.7249999999999,2514.6,2632.7714996828586,2866.901754181013,4642.475,1.8256603727993714,1.8256603727993714,1.75999533556996,1.8037720270562343,3969.75,1529.35,750.0,54.43723166307811,1529.35,750.0,54.43723166307811,1583.775,735.0,56.65860912654065,2235.0,165.53307245269687,,5.0,162273.0,1491.07,47709.0,238.0,4.0,2.25,Heidelberg,POINT (8.68509701249967 49.428383383852385),transit,transit,transit,100.0,100.0,100.0,954.2,Die Kamera,954.2,Die Kamera,954.2,Die Kamera,2001.2,Karlstorkino,2001.2,Karlstorkino,2121.2,Karlstorkino
0,1849.35,506.3,593.05,0.75,1849.35,506.3,593.05,0.75,1903.775,506.3,662.4749999999999,0.75,752.375,2562.875,2630.616956543578,2908.7408651450273,5602.474999999999,1.5226617491542138,1.5226617491542138,1.4691526223700662,1.5048253735594979,4850.1,1818.35,750.0,62.07103331650407,1818.35,750.0,62.07103331650407,1872.775,735.0,63.79427146204538,2235.0,187.93633809505351,,5.0,162273.0,1491.07,47709.0,238.0,4.0,2.25,Heidelberg,POINT (8.690255515644985 49.42898803357174),transit,transit,transit,75.0,75.0,75.0,1274.2,Die Kamera,1274.2,Die Kamera,1274.2,Die Kamera,2321.2,Karlstorkino,2321.2,Karlstorkino,2441.2,Karlstorkino
0,2576.7250000000004,588.85,157.875,1.75,2879.025,651.15,157.875,1.25,3163.6000000000004,425.225,173.375,2.5,1301.325,4768.7,5437.0839091786265,5625.159365352093,8619.349999999999,2.2888252469964128,1.9604175866877327,1.9428980000519624,2.0640469445787026,7318.025,2576.7250000000004,1830.0,29.036082580888955,2879.025,2070.0,26.530923731110033,3163.6000000000004,2565.0,17.20794194474673,6465.0,72.77494825674572,,5.0,162273.0,1491.07,47709.0,238.0,4.0,5.5,Heidelberg,POINT (8.706235429219443 49.357192564931886),transit,transit,transit,100.0,100.0,100.0,1447.2,Karlstorkino,1942.4,Karlstorkino,1702.4,Karlstorkino,3495.5,Luxor Filmpalast Heidelberg,3495.5,Luxor Filmpalast Heidelberg,4958.3,Luxor Filmpalast Heidelberg
0,2385.575,937.7,157.875,0.5,2385.575,937.7,157.875,0.5,2490.575,937.7,157.875,0.25,1195.05,6490.075000000001,6308.417986836787,6959.878117099766,7261.724999999999,2.9936210887038914,2.9936210887038914,3.0008037584954064,2.9960153119677306,6066.675,2385.575,1290.0,47.89693499363796,2385.575,1290.0,47.89693499363796,2490.575,1395.0,48.30580174524309,3975.0,144.09967173251903,,5.0,162273.0,1491.07,47709.0,238.0,4.0,1.25,Heidelberg,POINT (8.781000999999998 49.4013535),transit,transit,transit,100.0,100.0,100.0,1786.5,Gloria & Gloriette,1786.5,Gloria & Gloriette,1666.5,Gloria & Gloriette,3040.8,Karlstorkino,3040.8,Karlstorkino,3700.8,Karlstorkino
0,2138.975,1.1,157.875,0.5,2138.975,1.1,157.875,0.5,1778.975,1.1,157.875,0.5,1366.25,6534.9,6557.246381773536,7019.591763257825,6056.924999999999,3.5115863412452244,3.5115863412452244,4.145219694221994,3.7227974589041475,4690.674999999999,2138.975,1980.0,7.274301344265535,2138.975,1980.0,7.274301344265535,1778.975,1620.0,8.477797761069299,5580.0,23.026400449600374,,5.0,162273.0,1491.07,47709.0,238.0,4.0,1.5,Heidelberg,POINT (8.753877200000002 49.44982995),transit,transit,transit,100.0,100.0,100.0,1329.9,Gloria & Gloriette,1329.9,Gloria & Gloriette,1149.9,Gloria & Gloriette,3184.2,Karlstorkino,3184.2,Karlstorkino,2404.2,Karlstorkino
