,Unnamed: 0.1,field_1,Unnamed: 0,cinema_name,15_total_route,15_total_duration,15_walk_to,15_walk_from,15_total_changes,18_total_route,18_total_duration,18_walk_to,18_walk_from,18_total_changes,21_total_route,21_total_duration,21_walk_to,21_walk_from,21_total_changes,car_duration,foot_duration,example_for,start_location,distance_start_centroid,distance_start_cinema,geometry
56,56,6,1.0,CinemaxX,CinemaxX_Heideringpassage_15.csv,3212.1,76.2,195.9,2.0,CinemaxX_Heideringpassage_18.csv,3212.1,76.2,195.9,2.0,CinemaxX_Heideringpassage_21.csv,3032.1,76.2,195.9,2.0,992.3,5307.5,Halle (Saale),POINT (11.904141415799534 51.51084462588773),5608.604834044441,6294.630759243052,
57,57,7,2.0,Bel Etage,Bel Etage_Heideringpassage_15.csv,3473.4,76.2,337.2,2.0,Bel Etage_Heideringpassage_18.csv,3418.4,1223.4,335.0,0.0,Bel Etage_Heideringpassage_21.csv,3233.4,76.2,337.2,2.0,1024.2,5583.2,Halle (Saale),POINT (11.904141415799534 51.51084462588773),5608.604834044441,6747.968407133808,
58,58,8,3.0,Prisma Cinema Halle-Neustadt,Prisma Cinema Halle-Neustadt_Heideringpassage_15.csv,1295.5,76.2,79.3,0.0,Prisma Cinema Halle-Neustadt_Heideringpassage_18.csv,1295.5,76.2,79.3,0.0,Prisma Cinema Halle-Neustadt_Heideringpassage_21.csv,1235.5,76.2,79.3,0.0,795.0,3048.8,Halle (Saale),POINT (11.904141415799534 51.51084462588773),5608.604834044441,3682.091232006036,
59,59,9,4.0,Luchs,Luchs_Heideringpassage_15.csv,2665.0,76.2,68.8,1.0,Luchs_Heideringpassage_18.csv,1525.0,76.2,68.8,1.0,Luchs_Heideringpassage_21.csv,4844.5,76.2,328.3,4.0,551.5,3302.7,Halle (Saale),POINT (11.904141415799534 51.51084462588773),5608.604834044441,3974.339616101217,
60,60,10,0.0,Puschkino,Puschkino_Lessingstraße_15.csv,490.8,289.5,141.3,0.0,Puschkino_Lessingstraße_18.csv,490.8,289.5,141.3,0.0,Puschkino_Lessingstraße_21.csv,490.8,289.5,141.3,0.0,177.1,508.9,Halle (Saale),POINT (11.967555142461435 51.496124052946996),1759.4815918763788,482.5872669245156,
61,61,11,1.0,CinemaxX,CinemaxX_Lessingstraße_15.csv,825.6,329.7,195.9,0.0,CinemaxX_Lessingstraße_18.csv,765.6,329.7,195.9,0.0,CinemaxX_Lessingstraße_21.csv,1341.9,486.0,195.9,2.0,401.3,1723.0,Halle (Saale),POINT (11.967555142461435 51.496124052946996),1759.4815918763788,1974.4691196368085,
62,62,12,2.0,Bel Etage,Bel Etage_Lessingstraße_15.csv,1086.9,329.7,337.2,0.0,Bel Etage_Lessingstraße_18.csv,1026.9,329.7,337.2,0.0,Bel Etage_Lessingstraße_21.csv,1391.2,934.0,337.2,0.0,518.4,2126.5,Halle (Saale),POINT (11.967555142461435 51.496124052946996),1759.4815918763788,2550.857198910107,
63,63,13,3.0,Prisma Cinema Halle-Neustadt,Prisma Cinema Halle-Neustadt_Lessingstraße_15.csv,2359.7,1140.4,79.3,1.0,Prisma Cinema Halle-Neustadt_Lessingstraße_18.csv,2359.7,1140.4,79.3,1.0,Prisma Cinema Halle-Neustadt_Lessingstraße_21.csv,1885.3,486.0,79.3,1.0,757.7,3466.3,Halle (Saale),POINT (11.967555142461435 51.496124052946996),1759.4815918763788,3794.465344917205,
64,64,14,4.0,Luchs,Luchs_Lessingstraße_15.csv,477.9,349.1,68.8,0.0,Luchs_Lessingstraße_18.csv,477.9,349.1,68.8,0.0,Luchs_Lessingstraße_21.csv,477.9,349.1,68.8,0.0,355.7,1124.5,Halle (Saale),POINT (11.967555142461435 51.496124052946996),1759.4815918763788,1194.961627377474,
65,65,15,0.0,Puschkino,"Puschkino_Südstadt,Pause_15.csv",1399.7,418.4,141.3,0.0,"Puschkino_Südstadt,Pause_18.csv",1399.7,418.4,141.3,1.0,"Puschkino_Südstadt,Pause_21.csv",1819.7,418.4,141.3,0.0,798.1,3348.5,Halle (Saale),POINT (11.956881483533735 51.456026628112554),2819.2662198199228,4048.454921512888,
66,66,16,1.0,CinemaxX,"CinemaxX_Südstadt,Pause_15.csv",1574.3,418.4,195.9,0.0,"CinemaxX_Südstadt,Pause_18.csv",1214.3,418.4,195.9,0.0,"CinemaxX_Südstadt,Pause_21.csv",1574.3,418.4,195.9,0.0,622.9,2743.8,Halle (Saale),POINT (11.956881483533735 51.456026628112554),2819.2662198199228,3158.317440114494,
67,67,17,2.0,Bel Etage,"Bel Etage_Südstadt,Pause_15.csv",1355.6,418.4,337.2,0.0,"Bel Etage_Südstadt,Pause_18.csv",1355.6,418.4,337.2,0.0,"Bel Etage_Südstadt,Pause_21.csv",1355.6,418.4,337.2,0.0,464.2,2509.4,Halle (Saale),POINT (11.956881483533735 51.456026628112554),2819.2662198199228,2800.0585935839777,
68,68,18,3.0,Prisma Cinema Halle-Neustadt,"Prisma Cinema Halle-Neustadt_Südstadt,Pause_15.csv",2117.7,418.4,79.3,1.0,"Prisma Cinema Halle-Neustadt_Südstadt,Pause_18.csv",2601.9,722.6,79.3,1.0,"Prisma Cinema Halle-Neustadt_Südstadt,Pause_21.csv",3077.7,418.4,79.3,2.0,855.3,3862.5,Halle (Saale),POINT (11.956881483533735 51.456026628112554),2819.2662198199228,3639.062573067602,
