,Unnamed: 0.1,field_1,Unnamed: 0,cinema_name,15_total_route,15_total_duration,15_walk_to,15_walk_from,15_total_changes,18_total_route,18_total_duration,18_walk_to,18_walk_from,18_total_changes,21_total_route,21_total_duration,21_walk_to,21_walk_from,21_total_changes,car_duration,foot_duration,example_for,start_location,distance_start_centroid,distance_start_cinema,geometry
23,23,3,1.0,Universum Kinocenter,"Universum Kinocenter_Landau,Westbahnhof_15.csv",774.8,404.5,190.3,0,"Universum Kinocenter_Landau,Westbahnhof_18.csv",714.8,404.5,190.3,0.0,"Universum Kinocenter_Landau,Westbahnhof_21.csv",774.8,404.5,190.3,0.0,350.5,148.6,Landau in der Pfalz,POINT (8.113239403683185 49.197517589267825),5526.727793540103,155.8681735708353,
24,24,4,0.0,Filmwelt Landau,"Filmwelt Landau_Landau,UniAlterMeßplatz_15.csv",1339.8,429.7,130.1,0,"Filmwelt Landau_Landau,UniAlterMeßplatz_18.csv",1339.8,429.7,130.1,0.0,"Filmwelt Landau_Landau,UniAlterMeßplatz_21.csv",1285.6,495.5,130.1,0.0,401.9,1492.5,Landau in der Pfalz,POINT (8.112826418343126 49.19565482522544),5620.706869555697,1634.544428414397,
25,25,5,1.0,Universum Kinocenter,"Universum Kinocenter_Landau,UniAlterMeßplatz_15.csv",908.4,495.5,292.9,0,"Universum Kinocenter_Landau,UniAlterMeßplatz_18.csv",908.4,495.5,292.9,0.0,"Universum Kinocenter_Landau,UniAlterMeßplatz_21.csv",539.7,234.1,185.6,0.0,123.6,165.0,Landau in der Pfalz,POINT (8.112826418343126 49.19565482522544),5620.706869555697,192.7296807883357,
26,26,6,0.0,Filmwelt Landau,"Filmwelt Landau_Landau,Zoo(Abzw.Uni)_15.csv",1046.6,496.5,130.1,0,"Filmwelt Landau_Landau,Zoo(Abzw.Uni)_18.csv",1446.1,308.0,658.1,0.0,"Filmwelt Landau_Landau,Zoo(Abzw.Uni)_21.csv",1488.8,230.7,658.1,0.0,425.0,1585.5,Landau in der Pfalz,POINT (8.110669063489242 49.19564967429368),5494.511820316935,1769.47840182065,
27,27,7,1.0,Universum Kinocenter,"Universum Kinocenter_Landau,Zoo(Abzw.Uni)_15.csv",933.2,308.0,565.2,0,"Universum Kinocenter_Landau,Zoo(Abzw.Uni)_18.csv",708.2,189.9,398.3,0.0,"Universum Kinocenter_Landau,Zoo(Abzw.Uni)_21.csv",768.2,189.9,398.3,0.0,277.0,271.3,Landau in der Pfalz,POINT (8.110669063489242 49.19564967429368),5494.511820316935,332.8484147570638,
28,28,8,0.0,Filmwelt Landau,"Filmwelt Landau_Landau,DeutschesTor_15.csv",3152.6,1354.5,658.1,0,"Filmwelt Landau_Landau,DeutschesTor_18.csv",3152.6,1354.5,658.1,0.0,"Filmwelt Landau_Landau,DeutschesTor_21.csv",3679.7,980.9,778.8,1.0,346.1,1352.2,Landau in der Pfalz,POINT (8.1131656 49.193314),5796.678820200635,1490.0716644122997,
29,29,9,1.0,Universum Kinocenter,"Universum Kinocenter_Landau,DeutschesTor_15.csv",2393.7,1354.5,379.2,0,"Universum Kinocenter_Landau,DeutschesTor_18.csv",1979.5,1386.6,292.9,0.0,"Universum Kinocenter_Landau,DeutschesTor_21.csv",317.8,12.2,185.6,0.0,198.0,386.1,Landau in der Pfalz,POINT (8.1131656 49.193314),5796.678820200635,396.5421655528468,
30,30,10,0.0,Filmwelt Landau,"Filmwelt Landau_Landau,Synagogenmahnmal_15.csv",855.6,365.5,130.1,0,"Filmwelt Landau_Landau,Synagogenmahnmal_18.csv",1514.9,376.8,658.1,0.0,"Filmwelt Landau_Landau,Synagogenmahnmal_21.csv",1869.7,611.6,658.1,0.0,450.7,1573.1,Landau in der Pfalz,POINT (8.110014249999997 49.19041199999999),5826.766345131533,1615.7406592202076,
31,31,11,1.0,Universum Kinocenter,"Universum Kinocenter_Landau,Synagogenmahnmal_15.csv",990.7,365.5,565.2,0,"Universum Kinocenter_Landau,Synagogenmahnmal_18.csv",891.0,451.8,379.2,0.0,"Universum Kinocenter_Landau,Synagogenmahnmal_21.csv",757.4,451.8,185.6,0.0,302.6,727.4,Landau in der Pfalz,POINT (8.110014249999997 49.19041199999999),5826.766345131533,784.6145734627569,
32,32,12,0.0,Filmwelt Landau,"Filmwelt Landau_Landau,DeutschesTor_15.csv",2105.1,307.0,658.1,0,"Filmwelt Landau_Landau,DeutschesTor_18.csv",2105.1,307.0,658.1,0.0,"Filmwelt Landau_Landau,DeutschesTor_21.csv",3029.5,330.7,778.8,1.0,440.9,1978.7,Landau in der Pfalz,POINT (8.120151324808182 49.20480109514346),5573.613190957966,2067.6094057882187,
33,33,13,1.0,Universum Kinocenter,"Universum Kinocenter_Landau,DeutschesTor_15.csv",1346.2,307.0,379.2,0,"Universum Kinocenter_Landau,DeutschesTor_18.csv",1140.2,547.3,292.9,0.0,no routes possible to this cinema,,,,,369.5,928.3,Landau in der Pfalz,POINT (8.120151324808182 49.20480109514346),5573.613190957966,978.7417504237238,
34,34,14,0.0,Filmwelt Landau,"Filmwelt Landau_Landau,Stadtbibliothek_15.csv",1384.4,54.3,130.1,0,"Filmwelt Landau_Landau,Stadtbibliothek_18.csv",2454.7,895.9,778.8,0.0,"Filmwelt Landau_Landau,Stadtbibliothek_21.csv",2276.3,958.2,658.1,0.0,448.9,2059.6,Landau in der Pfalz,POINT (8.121670500000004 49.206514),5600.969635855681,2202.843032527425,
35,35,15,1.0,Universum Kinocenter,"Universum Kinocenter_Landau,Stadtbibliothek_15.csv",1667.5,1089.2,398.3,0,"Universum Kinocenter_Landau,Stadtbibliothek_18.csv",1667.5,1089.2,398.3,0.0,"Universum Kinocenter_Landau,Stadtbibliothek_21.csv",1515.6,1265.3,190.3,0.0,389.0,1140.2,Landau in der Pfalz,POINT (8.121670500000004 49.206514),5600.969635855681,1197.4887381293263,
36,36,16,0.0,Filmwelt Landau,"Filmwelt Landau_Landau,Stadtbibliothek_15.csv",2893.8,1035.7,658.1,0,"Filmwelt Landau_Landau,Stadtbibliothek_18.csv",1760.4,201.6,778.8,0.0,"Filmwelt Landau_Landau,Stadtbibliothek_21.csv",1827.8,509.7,658.1,0.0,410.9,1478.2,Landau in der Pfalz,POINT (8.115671883710064 49.197140670758166),5697.461228953271,1566.5028531486057,
37,37,17,1.0,Universum Kinocenter,"Universum Kinocenter_Landau,Stadtbibliothek_15.csv",682.2,103.9,398.3,0,"Universum Kinocenter_Landau,Stadtbibliothek_18.csv",682.2,103.9,398.3,0.0,"Universum Kinocenter_Landau,Stadtbibliothek_21.csv",470.3,220.0,190.3,0.0,240.1,94.9,Landau in der Pfalz,POINT (8.115671883710064 49.197140670758166),5697.461228953271,72.87357231008994,
