,Unnamed: 0.1,field_1,Unnamed: 0,cinema_name,15_total_route,15_total_duration,15_walk_to,15_walk_from,15_total_changes,18_total_route,18_total_duration,18_walk_to,18_walk_from,18_total_changes,21_total_route,21_total_duration,21_walk_to,21_walk_from,21_total_changes,car_duration,foot_duration,example_for,start_location,distance_start_centroid,distance_start_cinema,geometry
38,38,8,0.0,Gloria Kinocenter Ankum,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,447.3,3168.0,Ankum,POINT (7.880666888719678 52.57690027014986),4644.573591287369,4008.850452491603,
39,39,9,0.0,Gloria Kinocenter Ankum,"Gloria Kinocenter Ankum_Tütingen,Krähenberg,Mast1_15.csv",1540.0,1371.1,108.9,0.0,"Gloria Kinocenter Ankum_Tütingen,Krähenberg,Mast1_18.csv",1540.0,1371.1,108.9,0.0,"Gloria Kinocenter Ankum_Tütingen,Krähenberg,Mast1_21.csv",1677.3,1371.1,126.2,0.0,214.5,1314.9,Ankum,POINT (7.8783675 52.5293401),723.1437347313689,1508.998645550825,
40,40,0,0.0,Gloria Kinocenter Ankum,"Gloria Kinocenter Ankum_Tütingen,Eilfort,Mast2_15.csv",1529.3,1283.1,126.2,0.0,"Gloria Kinocenter Ankum_Tütingen,Eilfort,Mast2_18.csv",1529.3,1283.1,126.2,0.0,"Gloria Kinocenter Ankum_Tütingen,Eilfort,Mast2_21.csv",1529.3,1283.1,126.2,0.0,269.6,1218.4,Ankum,POINT (7.851066849297062 52.53603847594742),1573.535704874719,1353.6267843443898,
41,41,1,0.0,Gloria Kinocenter Ankum,"Gloria Kinocenter Ankum_Ankum,Kattenboll,Mast1_15.csv",893.0,664.1,108.9,0.0,"Gloria Kinocenter Ankum_Ankum,Kattenboll,Mast1_18.csv",893.0,664.1,108.9,0.0,"Gloria Kinocenter Ankum_Ankum,Kattenboll,Mast1_21.csv",970.3,664.1,126.2,0.0,187.1,613.0,Ankum,POINT (7.874965340562469 52.54613296525688),1202.4791038285375,654.6562493227035,
42,42,2,0.0,Gloria Kinocenter Ankum,"Gloria Kinocenter Ankum_Tütingen,Buschermöhle,Mast1_15.csv",3155.9,2738.7,357.2,0.0,"Gloria Kinocenter Ankum_Tütingen,Buschermöhle,Mast1_18.csv",3155.9,2738.7,357.2,0.0,"Gloria Kinocenter Ankum_Tütingen,Buschermöhle,Mast1_21.csv",3044.9,2738.7,126.2,0.0,292.4,2665.5,Ankum,POINT (7.873428164754367 52.51337313133134),2443.386677616641,3154.735105923472,
43,43,3,0.0,Gloria Kinocenter Ankum,"Gloria Kinocenter Ankum_Ankum,Krankenhaus,Mast1_15.csv",936.5,690.3,126.2,0.0,"Gloria Kinocenter Ankum_Ankum,Krankenhaus,Mast1_18.csv",936.5,690.3,126.2,0.0,"Gloria Kinocenter Ankum_Ankum,Krankenhaus,Mast1_21.csv",936.5,690.3,126.2,0.0,266.4,694.6,Ankum,POINT (7.8599776735539315 52.53765185389377),1000.9332336833018,743.0770217019759,
44,44,4,0.0,Gloria Kinocenter Ankum,"Gloria Kinocenter Ankum_Ankum,Bahnhof,Mast2_15.csv",511.9,265.7,126.2,0.0,"Gloria Kinocenter Ankum_Ankum,Bahnhof,Mast2_18.csv",511.9,265.7,126.2,0.0,"Gloria Kinocenter Ankum_Ankum,Bahnhof,Mast2_21.csv",511.9,265.7,126.2,0.0,70.5,320.0,Ankum,POINT (7.867346373757873 52.53933684341502),645.5732057146545,270.2408600334087,
45,45,5,0.0,Gloria Kinocenter Ankum,"Gloria Kinocenter Ankum_Merzen,Forsthaus,Mast1_15.csv",4136.6,3719.4,357.2,0.0,"Gloria Kinocenter Ankum_Merzen,Forsthaus,Mast1_18.csv",4136.6,3719.4,357.2,0.0,"Gloria Kinocenter Ankum_Merzen,Forsthaus,Mast1_21.csv",4025.6,3719.4,126.2,0.0,315.0,3646.2,Ankum,POINT (7.868890586385673 52.50030582969834),3913.2297289611,4592.840898996972,
46,46,6,0.0,Gloria Kinocenter Ankum,"Gloria Kinocenter Ankum_Ankum,Sonnenhügel,Mast2_15.csv",1103.6,934.7,108.9,0.0,"Gloria Kinocenter Ankum_Ankum,Sonnenhügel,Mast2_18.csv",1103.6,934.7,108.9,0.0,"Gloria Kinocenter Ankum_Ankum,Sonnenhügel,Mast2_21.csv",1053.9,516.7,357.2,0.0,206.3,966.7,Ankum,POINT (7.8827479298864285 52.54614046491965),1333.7456160108134,1071.339500482732,
47,47,7,0.0,Gloria Kinocenter Ankum,"Gloria Kinocenter Ankum_Ankum,Sonnenhügel,Mast2_15.csv",1155.3,508.9,526.4,0.0,"Gloria Kinocenter Ankum_Ankum,Sonnenhügel,Mast2_18.csv",1155.3,508.9,526.4,0.0,"Gloria Kinocenter Ankum_Ankum,Sonnenhügel,Mast2_21.csv",1046.1,508.9,357.2,0.0,210.1,980.3,Ankum,POINT (7.880789471035041 52.5472457079718),1397.813721628393,1026.6542330818654,
