,cinema_name,15_total_route,15_total_duration,15_walk_to,15_walk_from,15_total_changes,18_total_route,18_total_duration,18_walk_to,18_walk_from,18_total_changes,21_total_route,21_total_duration,21_walk_to,21_walk_from,21_total_changes,car_duration,foot_duration,area,start_location,distance_start_centroid,distance_start_cinema,geometry,average duration,15_speed,18_speed,21_speed,average speed,average duration difference to car,15_fastest_mode,15_trip_duration,15_fastest_overall_mode,15_transit_dur,15_walk_share,18_fastest_mode,18_trip_duration,18_fastest_overall_mode,18_transit_dur,18_walk_share,21_fastest_mode,21_trip_duration,21_fastest_overall_mode,21_transit_dur,21_walk_share,average transit duration,average walk share,average changes,15_chosen_route,18_chosen_route,21_chosen_route,average_chosen_route,15_visit_time,15_likely_women,15_possible_women,18_visit_time,18_likely_women,18_possible_women,21_visit_time,21_likely_women,21_possible_women,average_visit_time,average_likely_women,average_possible_women,15_likely_men,15_possible_men,18_likely_men,18_possible_men,21_likely_men,21_possible_men,average_likely_men,average_possible_men,15_likely_children 10-17,15_possible_children 10-17,18_likely_children 10-17,18_possible_children 10-17,21_likely_children 10-17,21_possible_children 10-17,average_likely_children 10-17,average_possible_children 10-17,15_likely_45-64,15_possible_45-64,18_likely_45-64,18_possible_45-64,21_likely_45-64,21_possible_45-64,average_likely_45-64,average_possible_45-64,15_likely_65 and over,15_possible_65 and over,18_likely_65 and over,18_possible_65 and over,21_likely_65 and over,21_possible_65 and over,average_likely_65 and over,average_possible_65 and over
20,Nickel-Odeon Kino-Center,"Nickel-Odeon Kino-Center_Aue,Simmelmarkt_15.csv",1601.7,1032.2,449.5,0.0,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,386.2,1200.4,Aue-Bad Schlema,POINT (12.695992168082055 50.57947322927475),2970.457322585301,1331.6521523983697,,,0.83139923356332,,,,,foot,1200.4,car,120.0,92.50796029218957,foot,1200.4,car,,,foot,1200.4,car,,,,,,1200.4,1200.4,1200.4,1200.4,7800.8,no,yes,7800.8,no,yes,7800.8,no,yes,7800.8,no,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
21,Nickel-Odeon Kino-Center,"Nickel-Odeon Kino-Center_Aue,Nicolaikirche_15.csv",1321.9,881.0,320.9,0.0,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,213.8,822.6,Aue-Bad Schlema,POINT (12.698593624799113 50.5854703355026),2414.104847422691,884.842391570302,,,0.6693716556247084,,,,,foot,822.6,car,120.0,90.92215750056737,foot,822.6,car,,,foot,822.6,car,,,,,,822.6,822.6,822.6,822.6,7045.2,no,yes,7045.2,no,yes,7045.2,no,yes,7045.2,no,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
22,Nickel-Odeon Kino-Center,"Nickel-Odeon Kino-Center_Aue,Robert-Koch-Str_15.csv",609.3,168.4,320.9,0.0,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,454.5,818.1,Aue-Bad Schlema,POINT (12.703902062144437 50.592289358030776),2008.2249235535269,792.819282302442,,,1.3011969182708716,,,,,transit,609.3,car,120.0,80.30526834071885,foot,818.1,car,,,foot,818.1,car,,,,,,609.3,818.1,818.1,748.5,6618.6,yes,yes,7036.2,no,yes,7036.2,no,yes,6897.0,no,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
23,Nickel-Odeon Kino-Center,"Nickel-Odeon Kino-Center_Aue,Klinikum,Gartenstr_15.csv",583.7,82.8,320.9,0.0,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,407.0,768.3,Aue-Bad Schlema,POINT (12.706922999828928 50.59277797622734),2130.095296311062,729.1102482597598,,,1.2491181227681338,,,,,transit,583.7,car,180.00000000000006,69.16224087716292,foot,768.3,car,,,foot,768.3,car,,,,,,583.7,768.3,768.3,706.7666666666668,6567.4,yes,yes,6936.6,no,yes,6936.6,no,yes,6813.533333333334,yes,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
24,Nickel-Odeon Kino-Center,"Nickel-Odeon Kino-Center_Aue,Robert-Schumann-Platz_15.csv",662.5,161.6,320.9,0.0,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,380.8,847.1,Aue-Bad Schlema,POINT (12.708140676198138 50.5933884862664),2155.681254255535,765.5550965228207,,,1.1555548626759558,,,,,transit,662.5,car,180.0,72.83018867924528,foot,847.1,car,,,foot,847.1,car,,,,,,662.5,847.1,847.1,785.5666666666666,6725.0,yes,yes,7094.2,no,yes,7094.2,no,yes,6971.133333333333,no,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
25,Nickel-Odeon Kino-Center,"Nickel-Odeon Kino-Center_Aue,Robert-Schumann-Platz_15.csv",670.0,169.1,320.9,0.0,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,375.3,633.0,Aue-Bad Schlema,POINT (12.707756346161695 50.5915749607231),2262.015622097173,582.8123289810154,,,0.8698691477328588,,,,,foot,633.0,car,180.0,73.13432835820895,foot,633.0,car,,,foot,633.0,car,,,,,,633.0,633.0,633.0,633.0,6666.0,yes,yes,6666.0,yes,yes,6666.0,yes,yes,6666.0,yes,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
26,Nickel-Odeon Kino-Center,"Nickel-Odeon Kino-Center_Aue,Eichert,Weidmannsweg_15.csv",1276.7,707.2,449.5,0.0,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,336.8,1331.4,Aue-Bad Schlema,POINT (12.690178432402737 50.58243751698241),2552.468112584559,1545.8150507123898,,,1.2107895752427271,,,,,transit,1276.7,car,120.0,90.600767603979,foot,1331.4,car,,,foot,1331.4,car,,,,,,1276.7,1331.4,1331.4,1313.1666666666667,7953.4,no,yes,8062.8,no,yes,8062.8,no,yes,8026.333333333334,no,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
27,Nickel-Odeon Kino-Center,"Nickel-Odeon Kino-Center_Aue,Gabelsberger-Kantstr_15.csv",1621.4,1180.5,320.9,0.0,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,295.2,689.1,Aue-Bad Schlema,POINT (12.712342847493233 50.580739204280185),3374.373961796412,675.5193635840324,,,0.4166272132626324,,,,,foot,689.1,car,120.0,92.59898852843224,foot,689.1,car,,,foot,689.1,car,,,,,,689.1,689.1,689.1,689.1,6778.2,yes,yes,6778.2,yes,yes,6778.2,yes,yes,6778.2,yes,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
28,Nickel-Odeon Kino-Center,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,610.4,2376.6,Aue-Bad Schlema,POINT (12.674639121978272 50.59267324210235),1518.3455423412672,2653.89450023382,,,,,,,,foot,2376.6,car,,,foot,2376.6,car,,,foot,2376.6,car,,,,,,2376.6,2376.6,2376.6,2376.6,10153.2,no,yes,10153.2,no,yes,10153.2,no,yes,10153.2,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
29,Nickel-Odeon Kino-Center,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,549.0,2936.7,Aue-Bad Schlema,POINT (12.673912375015924 50.598225606217056),1029.474510656379,2916.738884710953,,,,,,,,foot,2936.7,car,,,foot,2936.7,car,,,foot,2936.7,car,,,,,,2936.7,2936.7,2936.7,2936.6999999999994,11273.4,no,yes,11273.4,no,yes,11273.4,no,yes,11273.399999999998,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
