,group,average travel time,average visit time,average likely,average possible,15 travel time,15 visit time,15 mode,15 likely,15 possible,18 travel time,18 visit time,18 mode,18 likely,18 possible,21 travel time,21 visit time,21 mode,21 likely,21 possible
36,men,1280.2,7960.4,no,yes,1280.2,7960.4,foot,no,yes,1280.2,7960.4,foot,no,yes,1280.2,7960.4,foot,no,yes
37,men,304.7,6009.4,yes,yes,304.7,6009.4,foot,yes,yes,304.7,6009.4,foot,yes,yes,304.7,6009.4,foot,yes,yes
38,men,1176.3,7752.6,no,yes,1176.3,7752.6,foot,no,yes,1176.3,7752.6,foot,no,yes,1176.3,7752.6,foot,no,yes
39,men,263.0,5926.0,yes,yes,263.0,5926.0,foot,yes,yes,263.0,5926.0,foot,yes,yes,263.0,5926.0,foot,yes,yes
40,men,1313.7,8027.4,no,yes,1313.7,8027.4,foot,no,yes,1313.7,8027.4,foot,no,yes,1313.7,8027.4,foot,no,yes
41,men,1304.9,8009.8,no,yes,1304.9,8009.8,foot,no,yes,1304.9,8009.8,foot,no,yes,1304.9,8009.8,foot,no,yes
42,men,1676.5999999999997,8753.199999999999,no,yes,1676.6,8753.2,foot,no,yes,1676.6,8753.2,foot,no,yes,1676.6,8753.2,foot,no,yes
43,men,2012.5,9425.0,no,yes,2012.5,9425.0,foot,no,yes,2012.5,9425.0,foot,no,yes,2012.5,9425.0,foot,no,yes
44,men,2197.5,9795.0,no,yes,2197.5,9795.0,foot,no,yes,2197.5,9795.0,foot,no,yes,2197.5,9795.0,foot,no,yes
45,men,1657.0999999999997,8714.199999999999,no,yes,1657.1,8714.2,foot,no,yes,1657.1,8714.2,foot,no,yes,1657.1,8714.2,foot,no,yes
46,men,1267.5,7935.0,no,yes,1267.5,7935.0,foot,no,yes,1267.5,7935.0,foot,no,yes,1267.5,7935.0,foot,no,yes
47,men,1123.9,7647.8,no,yes,1123.9,7647.8,foot,no,yes,1123.9,7647.8,foot,no,yes,1123.9,7647.8,foot,no,yes
48,men,1763.4000000000003,8926.800000000001,no,yes,1763.4,8926.8,foot,no,yes,1763.4,8926.8,foot,no,yes,1763.4,8926.8,foot,no,yes
49,men,805.6,7011.2,no,yes,805.6,7011.2,foot,no,yes,805.6,7011.2,foot,no,yes,805.6,7011.2,foot,no,yes
50,men,1959.8,9319.6,no,yes,1959.8,9319.6,foot,no,yes,1959.8,9319.6,foot,no,yes,1959.8,9319.6,foot,no,yes
51,men,1555.0,8510.0,no,yes,1555.0,8510.0,foot,no,yes,1555.0,8510.0,foot,no,yes,1555.0,8510.0,foot,no,yes
52,men,2036.5999999999997,9473.199999999999,no,yes,2036.6,9473.2,foot,no,yes,2036.6,9473.2,foot,no,yes,2036.6,9473.2,foot,no,yes
53,men,1268.6,7937.2,no,yes,1268.6,7937.2,foot,no,yes,1268.6,7937.2,foot,no,yes,1268.6,7937.2,foot,no,yes
54,men,2216.6,9833.2,no,yes,2216.6,9833.2,foot,no,yes,2216.6,9833.2,foot,no,yes,2216.6,9833.2,foot,no,yes
55,men,1356.8,8113.6,no,yes,1356.8,8113.6,foot,no,yes,1356.8,8113.6,foot,no,yes,1356.8,8113.6,foot,no,yes
56,men,1619.3,8638.6,no,yes,1619.3,8638.6,foot,no,yes,1619.3,8638.6,foot,no,yes,1619.3,8638.6,foot,no,yes
57,men,1455.9000000000003,8311.800000000001,no,yes,1455.9,8311.8,foot,no,yes,1455.9,8311.8,foot,no,yes,1455.9,8311.8,foot,no,yes
58,men,355.6000000000001,6111.2,yes,yes,355.6,6111.2,foot,yes,yes,355.6,6111.2,foot,yes,yes,355.6,6111.2,foot,yes,yes
59,men,1422.0999999999997,8244.199999999999,no,yes,1422.1,8244.2,foot,no,yes,1422.1,8244.2,foot,no,yes,1422.1,8244.2,foot,no,yes
