,group,average travel time,average visit time,average likely,average possible,15 travel time,15 visit time,15 mode,15 likely,15 possible,18 travel time,18 visit time,18 mode,18 likely,18 possible,21 travel time,21 visit time,21 mode,21 likely,21 possible
231,women,1451.8,8303.6,no,yes,1451.8,8303.6,foot,no,yes,1451.8,8303.6,foot,no,yes,1451.8,8303.6,foot,no,yes
232,women,865.1,7130.2,no,yes,865.1,7130.2,transit,no,yes,865.1,7130.2,transit,no,yes,865.1,7130.2,transit,no,yes
233,women,1686.3333333333333,8772.666666666666,no,yes,1266.8,7933.6,transit,no,yes,1266.8,7933.6,transit,no,yes,2525.4,10450.8,foot,no,yes
234,women,318.6,6037.2,yes,yes,318.6,6037.2,transit,yes,yes,318.6,6037.2,transit,yes,yes,318.6,6037.2,transit,yes,yes
235,women,1729.2,8858.4,no,yes,1610.5,8621.0,transit,no,yes,1610.5,8621.0,transit,no,yes,1966.6,9333.2,foot,no,yes
236,women,177.6,5755.2,yes,yes,177.6,5755.2,foot,yes,yes,177.6,5755.2,foot,yes,yes,177.6,5755.2,foot,yes,yes
237,women,910.5,7221.0,no,yes,910.5,7221.0,transit,no,yes,910.5,7221.0,transit,no,yes,910.5,7221.0,transit,no,yes
238,women,1564.8,8529.6,no,yes,1564.8,8529.6,transit,no,yes,1564.8,8529.6,transit,no,yes,1564.8,8529.6,transit,no,yes
239,women,1394.2,8188.4,no,yes,1374.2,8148.4,transit,no,yes,1374.2,8148.4,transit,no,yes,1434.2,8268.4,transit,no,yes
240,women,795.2999999999998,6990.599999999999,no,yes,795.3,6990.6,transit,no,yes,795.3,6990.6,transit,no,yes,795.3,6990.6,transit,no,yes
241,women,1797.0,8994.0,no,yes,1857.0,9114.0,transit,no,yes,1857.0,9114.0,transit,no,yes,1677.0,8754.0,transit,no,yes
242,women,1811.3,9022.6,no,yes,1731.3,8862.6,transit,no,yes,1731.3,8862.6,transit,no,yes,1971.3,9342.6,transit,no,yes
243,women,1700.7,8801.4,no,yes,1600.7,8601.4,transit,no,yes,1600.7,8601.4,transit,no,yes,1900.7,9201.4,transit,no,yes
244,women,232.80000000000004,5865.6,yes,yes,232.8,5865.6,foot,yes,yes,232.8,5865.6,foot,yes,yes,232.8,5865.6,foot,yes,yes
245,women,737.6,6875.2,no,yes,757.6,6915.2,transit,no,yes,757.6,6915.2,transit,no,yes,697.6,6795.2,transit,yes,yes
246,women,1617.0,8634.0,no,yes,1617.0,8634.0,transit,no,yes,1617.0,8634.0,transit,no,yes,1617.0,8634.0,transit,no,yes
247,women,1446.4000000000003,8292.800000000001,no,yes,1426.4,8252.8,transit,no,yes,1426.4,8252.8,transit,no,yes,1486.4,8372.8,transit,no,yes
248,women,1379.5999999999997,8159.199999999999,no,yes,1399.6,8199.2,transit,no,yes,1399.6,8199.2,transit,no,yes,1339.6,8079.2,transit,no,yes
249,women,2112.2999999999997,9624.599999999999,no,yes,1981.3,9362.6,transit,no,yes,1981.3,9362.6,transit,no,yes,2374.3,10148.6,transit,no,yes
250,women,848.8666666666667,7097.733333333334,no,yes,835.6,7071.2,transit,no,yes,835.6,7071.2,transit,no,yes,875.4,7150.8,transit,no,yes
251,women,1365.0,8130.0,no,yes,1365.0,8130.0,transit,no,yes,1365.0,8130.0,transit,no,yes,1365.0,8130.0,transit,no,yes
252,women,1402.5,8205.0,no,yes,1422.5,8245.0,transit,no,yes,1422.5,8245.0,transit,no,yes,1362.5,8125.0,transit,no,yes
253,women,2164.2,9728.4,no,yes,2124.2,9648.4,transit,no,yes,2124.2,9648.4,transit,no,yes,2244.2,9888.4,transit,no,yes
254,women,738.5,6877.0,no,yes,738.5,6877.0,transit,no,yes,738.5,6877.0,transit,no,yes,738.5,6877.0,transit,no,yes
255,women,1387.9000000000003,8175.800000000001,no,yes,1387.9,8175.8,transit,no,yes,1387.9,8175.8,transit,no,yes,1387.9,8175.8,transit,no,yes
256,women,1295.1000000000001,7990.200000000001,no,yes,1213.3,7826.6,transit,no,yes,1213.3,7826.6,transit,no,yes,1458.7,8317.4,transit,no,yes
257,women,1715.5666666666668,8831.133333333333,no,yes,1429.7,8259.4,transit,no,yes,1429.7,8259.4,transit,no,yes,2287.3,9974.6,transit,no,yes
258,women,1462.2333333333333,8324.466666666667,no,yes,1413.2,8226.4,transit,no,yes,1413.2,8226.4,transit,no,yes,1560.3,8520.6,transit,no,yes
259,women,401.3999999999999,6202.8,yes,yes,401.4,6202.8,foot,yes,yes,401.4,6202.8,foot,yes,yes,401.4,6202.8,foot,yes,yes
260,women,1632.8333333333333,8665.666666666666,no,yes,1759.4,8918.8,transit,no,yes,1759.4,8918.8,transit,no,yes,1379.7,8159.4,transit,no,yes
261,women,2307.6,10015.2,no,yes,2161.1,9722.2,transit,no,yes,2161.1,9722.2,transit,no,yes,2600.6,10601.2,transit,no,yes
262,women,542.0666666666667,6484.133333333333,yes,yes,529.6,6459.2,transit,yes,yes,529.6,6459.2,transit,yes,yes,567.0,6534.0,transit,yes,yes
263,women,1723.0999999999997,8846.199999999999,no,yes,1723.1,8846.2,transit,no,yes,1723.1,8846.2,transit,no,yes,1723.1,8846.2,transit,no,yes
264,women,966.1,7332.2,no,yes,966.1,7332.2,foot,no,yes,966.1,7332.2,foot,no,yes,966.1,7332.2,foot,no,yes
265,women,1075.3333333333333,7550.666666666666,no,yes,1232.8,7865.6,foot,no,yes,1232.8,7865.6,foot,no,yes,760.4,6920.8,transit,no,yes
266,women,1660.0,8720.0,no,yes,1660.0,8720.0,foot,no,yes,1660.0,8720.0,foot,no,yes,1660.0,8720.0,foot,no,yes
267,women,1620.0,8640.0,no,yes,1620.0,8640.0,foot,no,yes,1620.0,8640.0,foot,no,yes,1620.0,8640.0,foot,no,yes
268,women,84.8,5569.6,yes,yes,84.8,5569.6,foot,yes,yes,84.8,5569.6,foot,yes,yes,84.8,5569.6,foot,yes,yes
269,women,1153.4,7706.8,no,yes,1153.4,7706.8,foot,no,yes,1153.4,7706.8,foot,no,yes,1153.4,7706.8,foot,no,yes
270,women,1644.2,8688.4,no,yes,1644.2,8688.4,transit,no,yes,1644.2,8688.4,transit,no,yes,1644.2,8688.4,transit,no,yes
271,women,1473.5999999999997,8347.199999999999,no,yes,1453.6,8307.2,transit,no,yes,1453.6,8307.2,transit,no,yes,1513.6,8427.2,transit,no,yes
272,women,1124.3,7648.6,no,yes,1124.3,7648.6,transit,no,yes,1124.3,7648.6,transit,no,yes,1124.3,7648.6,transit,no,yes
273,women,642.4,6684.8,yes,yes,642.4,6684.8,foot,yes,yes,642.4,6684.8,foot,yes,yes,642.4,6684.8,foot,yes,yes
274,women,2844.5,11089.0,no,yes,2784.5,10969.0,transit,no,yes,2784.5,10969.0,transit,no,yes,2964.5,11329.0,transit,no,yes
275,women,1949.3,9298.6,no,yes,2076.5,9553.0,transit,no,yes,2076.5,9553.0,transit,no,yes,1694.9,8789.8,transit,no,yes
