,cinema_name,15_total_route,15_total_duration,15_walk_to,15_walk_from,15_total_changes,18_total_route,18_total_duration,18_walk_to,18_walk_from,18_total_changes,21_total_route,21_total_duration,21_walk_to,21_walk_from,21_total_changes,car_duration,foot_duration,area,start_location,distance_start_centroid,distance_start_cinema,geometry,average duration,15_speed,18_speed,21_speed,average speed,average duration difference to car,15_fastest_mode,15_trip_duration,15_fastest_overall_mode,15_transit_dur,15_walk_share,18_fastest_mode,18_trip_duration,18_fastest_overall_mode,18_transit_dur,18_walk_share,21_fastest_mode,21_trip_duration,21_fastest_overall_mode,21_transit_dur,21_walk_share,average transit duration,average walk share,average changes,15_chosen_route,18_chosen_route,21_chosen_route,average_chosen_route,15_visit_time,15_likely_women,15_possible_women,18_visit_time,18_likely_women,18_possible_women,21_visit_time,21_likely_women,21_possible_women,average_visit_time,average_likely_women,dummy_women,average_possible_women,dummy_possible_women,15_likely_men,15_possible_men,18_likely_men,18_possible_men,21_likely_men,21_possible_men,average_likely_men,dummy_men,average_possible_men,15_likely_children 10-17,15_possible_children 10-17,18_likely_children 10-17,18_possible_children 10-17,21_likely_children 10-17,21_possible_children 10-17,average_likely_children 10-17,average_possible_children 10-17,15_likely_45-64,15_possible_45-64,18_likely_45-64,18_possible_45-64,21_likely_45-64,21_possible_45-64,average_likely_45-64,average_possible_45-64,15_likely_65 and over,15_possible_65 and over,18_likely_65 and over,18_possible_65 and over,21_likely_65 and over,21_possible_65 and over,average_likely_65 and over,average_possible_65 and over
309,Eden Palast,Eden Palast_BahnhofRotheErdeH1(sw)_15.csv,995.8,214.5,121.3,0,Eden Palast_BahnhofRotheErdeH1(sw)_18.csv,995.8,214.5,121.3,0,Eden Palast_BahnhofRotheErdeH1(sw)_21.csv,599.2,72.3,166.9,0,375.7,1706.3,Aachen,POINT (6.113781043354965 50.77125529542005),1397.56452450848,2007.21903675333,,2590.8,2.01568491338957,2.01568491338957,3.3498315032599,2.46040044334634,2215.1,transit,995.8,car,660,33.7216308495682,transit,995.8,car,660,33.7216308495682,transit,599.2,car,360,39.9198931909212,1680,35.7877182966859,0,995.8,995.8,599.2,863.6,7391.6,no,yes,7391.6,no,yes,6598.4,yes,yes,7127.2,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
310,Apollo Kino,Apollo Kino_SCHUMAG-Pascalstraße_15.csv,2469.2,113.4,75.8,1,Apollo Kino_SCHUMAG-Pascalstraße_18.csv,2469.2,113.4,75.8,1,Apollo Kino_SCHUMAG-Pascalstraße_21.csv,2409.2,113.4,75.8,4,1343.6,7301.6,Aachen,POINT (6.162872849999999 50.72297095),5400.80471548109,8735.34256167203,,7347.6,3.5377217567115,3.5377217567115,3.62582706361947,3.56709019234749,6004,transit,2469.2,car,2280,7.66240077757978,transit,2469.2,car,2280,7.66240077757978,transit,2409.2,car,2220,7.85322928773037,6780,7.72601028096331,6,2469.2,2469.2,2409.2,2449.2,10338.4,no,yes,10338.4,no,yes,10218.4,no,yes,10298.4,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
311,Capitol,Capitol_SCHUMAG-Pascalstraße_15.csv,2750.8,851.3,99.5,3,Capitol_SCHUMAG-Pascalstraße_18.csv,2750.8,851.3,99.5,3,Capitol_SCHUMAG-Pascalstraße_21.csv,2192.9,113.4,99.5,3,1234.8,6894.8,Aachen,POINT (6.162872849999999 50.72297095),5400.80471548109,8146.0569813463,,7694.5,2.96134105763643,2.96134105763643,3.71474165778024,3.2124745910177,6459.7,transit,2750.8,car,1800,34.5644903300858,transit,2750.8,car,1800,34.5644903300858,transit,2192.9,car,1980,9.70860504354964,5580,26.2791952345737,9,2750.8,2750.8,2192.9,2564.83333333333,10901.6,no,yes,10901.6,no,yes,9785.8,no,yes,10529.6666666667,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
312,,None_SCHUMAG-Pascalstraße_15.csv,2725,113.4,151.6,0,None_SCHUMAG-Pascalstraße_18.csv,2626.1,113.4,172.7,0,None_SCHUMAG-Pascalstraße_21.csv,2506.1,113.4,172.7,2,1139.7,6644.3,Aachen,POINT (6.162872849999999 50.72297095),5400.80471548109,7834.60999417404,,7857.2,2.87508623639414,2.98336315988502,3.12621603055506,2.99488847561141,6717.5,transit,2725,car,2460,9.72477064220184,transit,2626.1,car,2340,10.8944823121739,transit,2506.1,car,2220,11.4161446071585,7020,10.6784658538448,2,2725,2626.1,2506.1,2619.06666666667,10850,no,yes,10652.2,no,yes,10412.2,no,yes,10638.1333333333,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
313,Cineplex Aachen,Cineplex Aachen_SCHUMAG-Pascalstraße_15.csv,2750.1,113.4,176.7,0,Cineplex Aachen_SCHUMAG-Pascalstraße_18.csv,2623.4,113.4,170,0,Cineplex Aachen_SCHUMAG-Pascalstraße_21.csv,2503.4,113.4,170,2,1069,6442.1,Aachen,POINT (6.162872849999999 50.72297095),5400.80471548109,7597.93940593448,,7876.9,2.76278659173648,2.89621842110791,3.03504809696192,2.89801770326877,6807.9,transit,2750.1,car,2460,10.5487073197338,transit,2623.4,car,2340,10.802775024777,transit,2503.4,car,2220,11.3206039785891,7020,10.8906954410333,2,2750.1,2623.4,2503.4,2625.63333333333,10900.2,no,yes,10646.8,no,yes,10406.8,no,yes,10651.2666666667,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
314,Eden Palast,Eden Palast_SCHUMAG-Pascalstraße_15.csv,2694.7,113.4,121.3,0,Eden Palast_SCHUMAG-Pascalstraße_18.csv,2694.7,113.4,121.3,0,Eden Palast_SCHUMAG-Pascalstraße_21.csv,2574.7,113.4,121.3,3,1121.1,6343.2,Aachen,POINT (6.162872849999999 50.72297095),5400.80471548109,7644.46836058818,,7964.1,2.83685321578958,2.83685321578958,2.96907148816879,2.88092597324932,6843,transit,2694.7,car,2460,8.70968939028463,transit,2694.7,car,2460,8.70968939028463,transit,2574.7,car,2340,9.11562512137336,7260,8.84500130064754,3,2694.7,2694.7,2574.7,2654.7,10789.4,no,yes,10789.4,no,yes,10549.4,no,yes,10709.4,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
315,Apollo Kino,Apollo Kino_CarolusThermenlw_15.csv,4692.7,296.9,75.8,3,Apollo Kino_CarolusThermenlw_18.csv,4692.7,296.9,75.8,5,Apollo Kino_CarolusThermenlw_21.csv,1041.8,186,75.8,2,375.3,1281.7,Aachen,POINT (6.100377592742078 50.78267564384305),2765.15163419031,1527.21745815397,,10427.2,0.325445363682735,0.325445363682735,1.46594111936453,0.705610615576668,10051.9,foot,1281.7,car,4320,7.94212287169433,foot,1281.7,car,4320,7.94212287169433,transit,1041.8,car,780,25.1295834133231,9420,13.6712763855706,10,1281.7,1281.7,1041.8,1201.73333333333,7963.4,no,yes,7963.4,no,yes,7483.6,no,yes,7803.46666666667,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
316,Capitol,Capitol_CarolusThermenlw_15.csv,4536.4,296.9,99.5,3,Capitol_CarolusThermenlw_18.csv,4536.4,296.9,99.5,4,Capitol_CarolusThermenlw_21.csv,626.8,186,80.8,0,305.3,959.5,Aachen,POINT (6.100377592742078 50.78267564384305),2765.15163419031,1025.0975883971,,9699.6,0.225971604884291,0.225971604884291,1.6354460567918,0.695796422186794,9394.3,foot,959.5,car,4140,8.73820650736267,foot,959.5,car,4140,8.73820650736267,transit,626.8,car,360,42.5654116145501,8640,20.0139415430918,7,959.5,959.5,626.8,848.6,7319,no,yes,7319,no,yes,6653.6,yes,yes,7097.2,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
317,,None_CarolusThermenlw_15.csv,852.3,66.6,125.7,1,None_CarolusThermenlw_18.csv,852.3,66.6,125.7,1,None_CarolusThermenlw_21.csv,959.3,66.6,172.7,0,515.8,1244.3,Aachen,POINT (6.100377592742078 50.78267564384305),2765.15163419031,1522.09456153654,,2663.9,1.7858671377878,1.7858671377878,1.58667211668565,1.71946879742041,2148.1,transit,852.3,car,660,22.562478000704,transit,852.3,car,660,22.562478000704,transit,959.3,car,720,24.9452725946002,2040,23.3567428653361,2,852.3,852.3,959.3,887.966666666667,7104.6,no,yes,7104.6,no,yes,7318.6,no,yes,7175.93333333333,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
318,Cineplex Aachen,Cineplex Aachen_CarolusThermenlw_15.csv,783.3,66.6,176.7,1,Cineplex Aachen_CarolusThermenlw_18.csv,783.3,66.6,176.7,1,Cineplex Aachen_CarolusThermenlw_21.csv,956.6,66.6,170,0,445.1,1414.9,Aachen,POINT (6.100377592742078 50.78267564384305),2765.15163419031,1564.67463973481,,2523.2,1.99754198868225,1.99754198868225,1.63566238734561,1.87691545490337,2078.1,transit,783.3,car,540,31.0608962083493,transit,783.3,car,540,31.0608962083493,transit,956.6,car,720,24.7334309011081,1800,28.9517411059356,2,783.3,783.3,956.6,841.066666666667,6966.6,no,yes,6966.6,no,yes,7313.2,no,yes,7082.13333333333,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
319,Eden Palast,Eden Palast_CarolusThermenlw_15.csv,727.9,66.6,121.3,1,Eden Palast_CarolusThermenlw_18.csv,727.9,66.6,121.3,1,Eden Palast_CarolusThermenlw_21.csv,1027.9,66.6,121.3,0,536.8,1601.8,Aachen,POINT (6.100377592742078 50.78267564384305),2765.15163419031,1682.42748564643,,2483.7,2.31134425834102,2.31134425834102,1.63676183057343,2.08648344908516,1946.9,transit,727.9,car,540,25.8139854375601,transit,727.9,car,540,25.8139854375601,transit,1027.9,car,840,18.2799883257126,1920,23.3026530669443,2,727.9,727.9,1027.9,827.9,6855.8,no,yes,6855.8,no,yes,7455.8,no,yes,7055.8,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
320,Apollo Kino,Apollo Kino_RonheiderWegsw_15.csv,1572.4,296.6,75.8,1,Apollo Kino_RonheiderWegsw_18.csv,1583.2,307.4,75.8,1,Apollo Kino_RonheiderWegsw_21.csv,2133.8,498,75.8,2,667.1,1904,Aachen,POINT (6.090948649450382 50.76022038175876),1441.19501782666,2428.76920210389,,5289.4,1.54462554191293,1.53408868248098,1.13823657423558,1.40565026620983,4622.3,transit,1572.4,car,1200,23.6835410836937,transit,1583.2,car,1200,24.2041435068216,foot,1904,car,1560,26.8909925953698,3960,24.9262257286284,4,1572.4,1583.2,1904,1686.53333333333,8544.8,no,yes,8566.4,no,yes,9208,no,yes,8773.06666666667,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
321,Capitol,Capitol_RonheiderWegsw_15.csv,1426.9,307.4,99.5,1,Capitol_RonheiderWegsw_18.csv,1426.9,307.4,99.5,1,Capitol_RonheiderWegsw_21.csv,1126.9,307.4,99.5,0,546.3,1768.8,Aachen,POINT (6.090948649450382 50.76022038175876),1441.19501782666,2039.00997470461,,3980.7,1.42897888759171,1.42897888759171,1.80939743961719,1.5557850716002,3434.4,transit,1426.9,car,1020,28.5163641460509,transit,1426.9,car,1020,28.5163641460509,transit,1126.9,car,720,36.1079066465525,2760,31.0468783128848,2,1426.9,1426.9,1126.9,1326.9,8253.8,no,yes,8253.8,no,yes,7653.8,no,yes,8053.8,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,no,yes,no,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
322,,None_RonheiderWegsw_15.csv,1080.1,307.4,172.7,0,None_RonheiderWegsw_18.csv,1080.1,307.4,172.7,1,None_RonheiderWegsw_21.csv,960.1,307.4,172.7,0,441.9,1149,Aachen,POINT (6.090948649450382 50.76022038175876),1441.19501782666,1495.96167876409,,3120.3,1.38502145983158,1.38502145983158,1.5581311100553,1.44272467657282,2678.4,transit,1080.1,car,600,44.449588001111,transit,1080.1,car,600,44.449588001111,transit,960.1,car,480,50.0052077908551,1680,46.3014612643591,1,1080.1,1080.1,960.1,1040.1,7560.2,no,yes,7560.2,no,yes,7320.2,no,yes,7480.2,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
323,Cineplex Aachen,Cineplex Aachen_RonheiderWegsw_15.csv,957.4,307.4,170,0,Cineplex Aachen_RonheiderWegsw_18.csv,897.4,307.4,170,0,Cineplex Aachen_RonheiderWegsw_21.csv,886.6,296.6,170,0,328,1086.3,Aachen,POINT (6.090948649450382 50.76022038175876),1441.19501782666,1278.22974477743,,2741.4,1.33510522746755,1.42437011898532,1.44172089417712,1.40039874687666,2413.4,transit,957.4,car,480,49.864215583873,transit,897.4,car,420,53.198127925117,transit,886.6,car,420,52.6280171441462,1320,51.8967868843787,0,957.4,897.4,886.6,913.8,7314.8,no,yes,7194.8,no,yes,7173.2,no,yes,7227.6,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
324,Eden Palast,Eden Palast_RonheiderWegsw_15.csv,1132,307.4,224.6,0,Eden Palast_RonheiderWegsw_18.csv,1074.3,307.4,166.9,0,Eden Palast_RonheiderWegsw_21.csv,837.9,296.6,121.3,0,319.1,971.6,Aachen,POINT (6.090948649450382 50.76022038175876),1441.19501782666,1256.80163060938,,3044.2,1.11024879029097,1.16987957796647,1.49994227307481,1.26002354711075,2725.1,foot,971.6,car,600,46.9964664310954,foot,971.6,car,600,44.1496788606534,transit,837.9,car,420,49.874686716792,1620,47.0069440028469,0,971.6,971.6,837.9,927.033333333333,7343.2,no,yes,7343.2,no,yes,7075.8,no,yes,7254.06666666667,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
325,Apollo Kino,Apollo Kino_AachenKaiserplatzH6-HPL_15.csv,571.4,135.6,75.8,0,Apollo Kino_AachenKaiserplatzH6-HPL_18.csv,571.4,135.6,75.8,1,Apollo Kino_AachenKaiserplatzH6-HPL_21.csv,540.6,224.8,75.8,0,289.1,953.1,Aachen,POINT (6.093369927115278 50.77644057802371),2333.32479872919,1121.02784678869,,1683.4,1.96189682672154,1.96189682672154,2.0736734124837,1.99915568864226,1394.3,transit,571.4,car,360,36.9968498424921,transit,571.4,car,360,36.9968498424921,transit,540.6,car,240,55.6048834628191,960,43.1995277159345,1,571.4,571.4,540.6,561.133333333333,6542.8,yes,yes,6542.8,yes,yes,6481.2,yes,yes,6522.26666666667,yes,1,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
326,Capitol,Capitol_AachenKaiserplatzH6-HPL_15.csv,415.1,135.6,99.5,0,Capitol_AachenKaiserplatzH6-HPL_18.csv,415.1,135.6,99.5,0,Capitol_AachenKaiserplatzH6-HPL_21.csv,444.3,224.8,99.5,0,168.3,411.4,Aachen,POINT (6.093369927115278 50.77644057802371),2333.32479872919,469.322060068676,,1274.5,1.13062409074603,1.13062409074603,1.05631793848453,1.10585537332553,1106.2,foot,411.4,car,180,56.6369549506143,foot,411.4,car,180,56.6369549506143,foot,411.4,car,120,72.9912221471978,480,62.0883773494755,0,411.4,411.4,411.4,411.4,6222.8,yes,yes,6222.8,yes,yes,6222.8,yes,yes,6222.8,yes,1,yes,1,yes,yes,yes,yes,yes,yes,yes,1,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
327,,None_AachenKaiserplatzH6-HPL_15.csv,710.1,258.5,151.6,1,None_AachenKaiserplatzH6-HPL_18.csv,710.1,258.5,151.6,0,None_AachenKaiserplatzH6-HPL_21.csv,796.4,224.8,151.6,0,351.8,575.7,Aachen,POINT (6.093369927115278 50.77644057802371),2333.32479872919,700.209974052925,,2216.6,0.986072347631214,0.986072347631214,0.879218952853999,0.950454549372142,1864.8,foot,575.7,car,300,57.752429235319,foot,575.7,car,300,57.752429235319,foot,575.7,car,420,47.2626820693119,1020,54.25584684665,1,575.7,575.7,575.7,575.7,6551.4,yes,yes,6551.4,yes,yes,6551.4,yes,yes,6551.4,yes,1,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
328,Cineplex Aachen,Cineplex Aachen_AachenKaiserplatzH6-HPL_15.csv,735.2,258.5,176.7,1,Cineplex Aachen_AachenKaiserplatzH6-HPL_18.csv,735.2,258.5,176.7,0,Cineplex Aachen_AachenKaiserplatzH6-HPL_21.csv,821.5,224.8,176.7,0,281,619,Aachen,POINT (6.093369927115278 50.77644057802371),2333.32479872919,713.51904411055,,2291.9,0.970510125286384,0.970510125286384,0.868556353147352,0.936525534573374,2010.9,foot,619,car,300,59.1947769314472,foot,619,car,300,59.1947769314472,foot,619,car,420,48.8740109555691,1020,55.7545216061545,1,619,619,619,619,6638,yes,yes,6638,yes,yes,6638,yes,yes,6638,yes,1,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
329,Eden Palast,Eden Palast_AachenKaiserplatzH6-HPL_15.csv,679.8,258.5,121.3,0,Eden Palast_AachenKaiserplatzH6-HPL_18.csv,679.8,258.5,121.3,0,Eden Palast_AachenKaiserplatzH6-HPL_21.csv,648.8,167.5,121.3,0,372.7,805.9,Aachen,POINT (6.093369927115278 50.77644057802371),2333.32479872919,834.099623484329,,2008.4,1.22697796923261,1.22697796923261,1.28560361202887,1.2465198501647,1635.7,transit,679.8,car,300,55.8693733451015,transit,679.8,car,300,55.8693733451015,transit,648.8,car,360,44.5129469790382,960,52.0838978897471,0,679.8,679.8,648.8,669.466666666667,6759.6,yes,yes,6759.6,yes,yes,6697.6,yes,yes,6738.93333333333,yes,1,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
330,Apollo Kino,Apollo Kino_AachenWestbahnhofsw(Li.33)H1_15.csv,352.4,216.6,75.8,0,Apollo Kino_AachenWestbahnhofsw(Li.33)H1_18.csv,352.4,216.6,75.8,0,Apollo Kino_AachenWestbahnhofsw(Li.33)H1_21.csv,482.4,216.6,145.8,0,162.7,241.4,Aachen,POINT (6.0765276865352025 50.78059897937075),3447.35728174684,171.469077225439,,1187.2,0.486575134010894,0.486575134010894,0.355449994248422,0.44286675409007,1024.5,foot,241.4,car,60,82.9738933030647,foot,241.4,car,60,82.9738933030647,foot,241.4,car,120,75.1243781094527,240,80.3573882385274,0,241.4,241.4,241.4,241.4,5882.8,yes,yes,5882.8,yes,yes,5882.8,yes,yes,5882.8,yes,1,yes,1,yes,yes,yes,yes,yes,yes,yes,1,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
331,Capitol,Capitol_AachenWestbahnhofsw(Li.33)H1_15.csv,736.1,216.6,99.5,0,Capitol_AachenWestbahnhofsw(Li.33)H1_18.csv,736.1,216.6,99.5,0,Capitol_AachenWestbahnhofsw(Li.33)H1_21.csv,676.1,216.6,99.5,0,214.8,670,Aachen,POINT (6.0765276865352025 50.78059897937075),3447.35728174684,810.595094608962,,2148.3,1.10120241082592,1.10120241082592,1.19892781335448,1.13377754500211,1933.5,foot,670,car,420,42.9425349816601,foot,670,car,420,42.9425349816601,foot,670,car,360,46.7534388404082,1200,44.2128362679095,0,670,670,670,670,6740,yes,yes,6740,yes,yes,6740,yes,yes,6740,yes,1,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
332,,None_AachenWestbahnhofsw(Li.33)H1_15.csv,1158.8,866.1,172.7,0,None_AachenWestbahnhofsw(Li.33)H1_18.csv,1158.8,866.1,172.7,0,None_AachenWestbahnhofsw(Li.33)H1_21.csv,1158.8,866.1,172.7,0,571.2,838.5,Aachen,POINT (6.0765276865352025 50.78059897937075),3447.35728174684,1022.5227686843,,3476.4,0.882397970904643,0.882397970904643,0.882397970904643,0.882397970904643,2905.2,foot,838.5,car,120,89.6444597859855,foot,838.5,car,120,89.6444597859855,foot,838.5,car,120,89.6444597859855,360,89.6444597859855,0,838.5,838.5,838.5,838.5,7077,no,yes,7077,no,yes,7077,no,yes,7077,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
333,Cineplex Aachen,Cineplex Aachen_AachenWestbahnhofsw(Li.33)H1_15.csv,1156.1,866.1,170,0,Cineplex Aachen_AachenWestbahnhofsw(Li.33)H1_18.csv,1156.1,866.1,170,0,Cineplex Aachen_AachenWestbahnhofsw(Li.33)H1_21.csv,1156.1,866.1,170,0,500.5,1044.3,Aachen,POINT (6.0765276865352025 50.78059897937075),3447.35728174684,1260.38079947158,,3468.3,1.09020050122963,1.09020050122963,1.09020050122963,1.09020050122963,2967.8,foot,1044.3,car,120,89.6202750627108,foot,1044.3,car,120,89.6202750627108,foot,1044.3,car,120,89.6202750627108,360,89.6202750627108,0,1044.3,1044.3,1044.3,1044.3,7488.6,no,yes,7488.6,no,yes,7488.6,no,yes,7488.6,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
334,Eden Palast,Eden Palast_AachenWestbahnhofsw(Li.33)H1_15.csv,1066.4,345.1,121.3,2,Eden Palast_AachenWestbahnhofsw(Li.33)H1_18.csv,1341.2,216.6,224.6,0,Eden Palast_AachenWestbahnhofsw(Li.33)H1_21.csv,1117.9,216.6,121.3,0,569.4,1017.2,Aachen,POINT (6.0765276865352025 50.78059897937075),3447.35728174684,1241.19854052916,,3525.5,1.16391461039869,0.925438816380227,1.11029478533783,1.06654940403891,2956.1,foot,1017.2,car,600,43.7359339834959,foot,1017.2,car,900,32.8959141067701,foot,1017.2,car,780,30.2263172018964,2280,35.6193884307208,2,1017.2,1017.2,1017.2,1017.2,7434.4,no,yes,7434.4,no,yes,7434.4,no,yes,7434.4,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
335,Apollo Kino,Apollo Kino_EilendorfRathauslw_15.csv,1740.6,237.2,123.4,4,Apollo Kino_EilendorfRathauslw_18.csv,1740.6,237.2,123.4,3,Apollo Kino_EilendorfRathauslw_21.csv,1778.7,237.2,161.5,2,939.9,4245.2,Aachen,POINT (6.149552475047769 50.77738019504014),3402.70880078213,4993.35759768552,,5259.9,2.86875651941027,2.86875651941027,2.80730735800614,2.84827346560889,4320,transit,1740.6,car,1380,20.7169941399517,transit,1740.6,car,1380,20.7169941399517,transit,1778.7,car,1380,22.4152470905718,4140,21.2830784568251,9,1740.6,1740.6,1778.7,1753.3,8881.2,no,yes,8881.2,no,yes,8957.4,no,yes,8906.6,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
336,Capitol,Capitol_EilendorfRathauslw_15.csv,1832.2,359.2,213,2,Capitol_EilendorfRathauslw_18.csv,1832.2,359.2,213,2,Capitol_EilendorfRathauslw_21.csv,1507.7,237.2,130.5,1,863.6,3755,Aachen,POINT (6.149552475047769 50.77738019504014),3402.70880078213,4379.30663648317,,5172.1,2.39019028298394,2.39019028298394,2.90462733732385,2.56166930109724,4308.5,transit,1832.2,car,1260,31.230215042026,transit,1832.2,car,1260,31.230215042026,transit,1507.7,car,1140,24.3881408768323,3660,28.9495236536281,5,1832.2,1832.2,1507.7,1724.03333333333,9064.4,no,yes,9064.4,no,yes,8415.4,no,yes,8848.06666666667,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
337,,None_EilendorfRathauslw_15.csv,1732.3,237.2,295.1,1,None_EilendorfRathauslw_18.csv,1732.3,237.2,295.1,1,None_EilendorfRathauslw_21.csv,1800.7,237.2,183.5,1,820.6,3825.2,Aachen,POINT (6.149552475047769 50.77738019504014),3402.70880078213,4582.464100408,,5265.3,2.64530629822086,2.64530629822086,2.54482373544066,2.61181211062746,4444.7,transit,1732.3,car,1200,30.7279339606304,transit,1732.3,car,1200,30.7279339606304,transit,1800.7,car,1380,23.3631365580052,3780,28.2730014930887,3,1732.3,1732.3,1800.7,1755.1,8864.6,no,yes,8864.6,no,yes,9001.4,no,yes,8910.2,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
338,Cineplex Aachen,Cineplex Aachen_EilendorfRathauslw_15.csv,1613.9,237.2,176.7,1,Cineplex Aachen_EilendorfRathauslw_18.csv,1613.9,237.2,176.7,1,Cineplex Aachen_EilendorfRathauslw_21.csv,1958.6,237.2,341.4,1,749.9,3726.3,Aachen,POINT (6.149552475047769 50.77738019504014),3402.70880078213,4459.23325629378,,5186.4,2.76301707435019,2.76301707435019,2.27674525492381,2.60092646787473,4436.5,transit,1613.9,car,1200,25.6459508024041,transit,1613.9,car,1200,25.6459508024041,transit,1958.6,car,1380,29.5415092412948,3780,26.9444702820343,3,1613.9,1613.9,1958.6,1728.8,8627.8,no,yes,8627.8,no,yes,9317.2,no,yes,8857.6,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
